,classes,3,4,12,15,18,22,27,33,Total,bacia,model,version,year
294,27,0,0,0,0,0,0,0,0,0,776,Temporal,5,2006
295,33,0,0,0,0,0,0,0,1,1,776,Temporal,5,2006
296,Total,21,185,18,0,0,1,0,2,227,776,Temporal,5,2006
297,3,0,2,0,0,0,0,0,0,2,7615,Temporal,10,2001
298,4,0,138,17,0,0,2,0,0,157,7615,Temporal,10,2001
299,12,0,1,1,0,0,9,0,0,11,7615,Temporal,10,2001
300,15,0,0,0,0,0,0,0,0,0,7615,Temporal,10,2001
301,18,0,0,0,0,0,0,0,0,0,7615,Temporal,10,2001
302,22,0,1,0,0,0,2,0,0,3,7615,Temporal,10,2001
303,27,0,0,0,0,0,0,0,0,0,7615,Temporal,10,2001
304,33,0,0,0,0,0,0,0,2,2,7615,Temporal,10,2001
305,Total,0,142,18,0,0,13,0,2,175,7615,Temporal,10,2001
306,3,16,3,1,0,0,1,0,0,21,751,Temporal,5,1987
307,4,86,73,0,0,0,2,0,1,162,751,Temporal,5,1987
308,12,0,5,1,0,0,3,0,0,9,751,Temporal,5,1987
309,15,0,0,0,0,0,0,0,0,0,751,Temporal,5,1987
310,18,0,0,0,0,0,0,0,0,0,751,Temporal,5,1987
311,22,1,4,1,0,0,2,0,0,8,751,Temporal,5,1987
312,27,0,0,0,0,0,0,0,0,0,751,Temporal,5,1987
313,33,0,0,1,0,0,0,0,2,3,751,Temporal,5,1987
314,Total,103,85,4,0,0,8,0,3,203,751,Temporal,5,1987
315,3,0,3,0,0,0,0,0,0,3,755,Temporal,10,2012
316,4,0,147,0,0,0,5,0,0,152,755,Temporal,10,2012
317,12,0,0,0,0,0,2,0,0,2,755,Temporal,10,2012
318,15,0,0,0,0,0,0,0,0,0,755,Temporal,10,2012
319,18,0,0,0,0,0,0,0,0,0,755,Temporal,10,2012
320,22,0,1,0,0,0,8,0,0,9,755,Temporal,10,2012
321,27,0,0,0,0,0,0,0,0,0,755,Temporal,10,2012
322,33,0,2,0,0,0,0,0,2,4,755,Temporal,10,2012
323,Total,0,153,0,0,0,15,0,2,170,755,Temporal,10,2012
324,3,0,24,0,0,0,0,0,0,24,776,Temporal,10,2003
325,4,0,188,4,0,0,7,0,0,199,776,Temporal,10,2003
326,12,0,3,5,0,0,2,0,0,10,776,Temporal,10,2003
327,15,0,0,0,0,0,0,0,0,0,776,Temporal,10,2003
328,18,0,0,0,0,0,0,0,0,0,776,Temporal,10,2003
329,22,0,1,1,0,0,1,0,0,3,776,Temporal,10,2003
330,27,0,1,0,0,0,0,0,0,1,776,Temporal,10,2003
331,33,0,0,0,0,0,0,0,1,1,776,Temporal,10,2003
332,Total,0,217,10,0,0,10,0,1,238,776,Temporal,10,2003
333,3,0,1,0,0,0,0,0,0,1,7618,Temporal,10,2016
334,4,0,98,4,0,0,1,0,0,103,7618,Temporal,10,2016
335,12,0,2,0,0,0,0,0,0,2,7618,Temporal,10,2016
336,15,0,0,0,0,0,0,0,0,0,7618,Temporal,10,2016
337,18,0,0,0,0,0,0,0,0,0,7618,Temporal,10,2016
338,22,0,0,0,0,0,1,0,0,1,7618,Temporal,10,2016
339,27,0,0,0,0,0,0,0,0,0,7618,Temporal,10,2016
340,33,0,0,0,0,0,0,0,0,0,7618,Temporal,10,2016
341,Total,0,101,4,0,0,2,0,0,107,7618,Temporal,10,2016
342,3,0,0,0,0,0,0,0,0,0,7613,Temporal,10,2014
343,4,0,101,27,0,0,3,0,0,131,7613,Temporal,10,2014
344,12,0,3,3,0,0,5,0,0,11,7613,Temporal,10,2014
345,15,0,0,0,0,0,0,0,0,0,7613,Temporal,10,2014
346,18,0,0,0,0,0,0,0,0,0,7613,Temporal,10,2014
347,22,0,1,0,0,0,0,0,0,1,7613,Temporal,10,2014
348,27,0,0,0,0,0,0,0,0,0,7613,Temporal,10,2014
349,33,0,0,0,0,0,0,0,1,1,7613,Temporal,10,2014
350,Total,0,105,30,0,0,8,0,1,144,7613,Temporal,10,2014
351,3,0,2,0,0,0,0,0,0,2,7615,Temporal,10,2011
352,4,0,126,15,0,0,2,0,0,143,7615,Temporal,10,2011
353,12,0,2,2,0,0,6,0,0,10,7615,Temporal,10,2011
354,15,0,0,0,0,0,0,0,0,0,7615,Temporal,10,2011
355,18,0,0,0,0,0,0,0,0,0,7615,Temporal,10,2011
356,22,0,1,0,0,0,2,0,0,3,7615,Temporal,10,2011
357,27,0,0,0,0,0,0,0,0,0,7615,Temporal,10,2011
358,33,0,0,0,0,0,0,0,2,2,7615,Temporal,10,2011
359,Total,0,131,17,0,0,10,0,2,160,7615,Temporal,10,2011
360,3,7,2,0,0,0,0,0,0,9,772,Temporal,5,1991
361,4,17,130,5,0,0,1,0,2,155,772,Temporal,5,1991
362,12,0,1,0,0,0,0,0,0,1,772,Temporal,5,1991
363,15,0,0,0,0,0,0,0,0,0,772,Temporal,5,1991
364,18,0,0,0,0,0,0,0,0,0,772,Temporal,5,1991
365,22,0,0,0,0,0,1,0,0,1,772,Temporal,5,1991
366,27,0,5,1,0,0,0,0,0,6,772,Temporal,5,1991
367,33,0,0,0,0,0,0,0,0,0,772,Temporal,5,1991
368,Total,24,138,6,0,0,2,0,2,172,772,Temporal,5,1991
369,3,7,2,0,0,0,1,0,0,10,7742,Temporal,9,2015
370,4,4,25,0,0,0,0,0,0,29,7742,Temporal,9,2015
371,12,0,1,2,0,0,0,0,0,3,7742,Temporal,9,2015
372,15,0,0,0,0,0,0,0,0,0,7742,Temporal,9,2015
373,18,0,0,0,0,0,0,0,0,0,7742,Temporal,9,2015
374,22,0,2,0,0,0,1,0,0,3,7742,Temporal,9,2015
375,27,0,1,0,0,0,0,0,0,1,7742,Temporal,9,2015
376,33,0,0,0,0,0,0,0,0,0,7742,Temporal,9,2015
377,Total,11,31,2,0,0,2,0,0,46,7742,Temporal,9,2015
378,3,3,8,1,0,0,0,0,1,13,744,Temporal,9,1986
379,4,24,469,25,0,0,3,0,1,522,744,Temporal,9,1986
380,12,0,4,9,0,0,2,0,0,15,744,Temporal,9,1986
