,classes,3,4,12,21,22,27,33,Total,bacia,model,version,year,15,18
34669,27,0,0,0,0.0,0,0.0,0,0,766,RF,12,2006,,
34670,33,0,0,0,2.0,0,0.0,2,4,766,RF,12,2006,,
34671,Total,1,126,0,137.0,0,0.0,2,266,766,RF,12,2006,,
34672,3,4,7,2,0.0,0,0.0,0,13,766,RF,5,1994,,
34673,4,0,86,8,14.0,0,0.0,0,108,766,RF,5,1994,,
34674,12,0,3,1,2.0,0,0.0,0,6,766,RF,5,1994,,
34675,21,0,15,2,108.0,10,0.0,0,135,766,RF,5,1994,,
34676,22,0,1,0,0.0,0,0.0,0,1,766,RF,5,1994,,
34677,27,0,0,0,0.0,0,0.0,0,0,766,RF,5,1994,,
34678,33,0,0,0,1.0,0,0.0,2,3,766,RF,5,1994,,
34679,Total,4,112,13,125.0,10,0.0,2,266,766,RF,5,1994,,
34680,3,1,6,0,,0,,0,7,7622,RF,7,2009,0.0,0.0
34681,4,0,24,0,,0,,0,25,7622,RF,7,2009,1.0,0.0
34682,12,0,1,0,,0,,0,1,7622,RF,7,2009,0.0,0.0
34683,15,0,1,1,,0,,0,4,7622,RF,7,2009,2.0,0.0
34684,18,0,0,0,,0,,0,0,7622,RF,7,2009,0.0,0.0
34685,22,0,0,0,,0,,0,0,7622,RF,7,2009,0.0,0.0
34686,33,0,0,0,,0,,0,0,7622,RF,7,2009,0.0,0.0
34687,Total,1,32,1,,0,,0,37,7622,RF,7,2009,3.0,0.0
34688,3,2,2,0,0.0,0,0.0,0,4,7422,RF,11,2003,,
34689,4,10,99,14,4.0,0,0.0,0,127,7422,RF,11,2003,,
34690,12,0,3,0,4.0,0,0.0,0,7,7422,RF,11,2003,,
34691,21,3,25,14,5.0,0,0.0,0,47,7422,RF,11,2003,,
34692,22,0,0,0,0.0,0,0.0,0,0,7422,RF,11,2003,,
34693,27,0,0,0,0.0,0,0.0,0,0,7422,RF,11,2003,,
34694,33,0,0,1,0.0,0,0.0,1,2,7422,RF,11,2003,,
34695,Total,15,129,29,13.0,0,0.0,1,187,7422,RF,11,2003,,
34696,3,132,225,3,11.0,2,0.0,0,373,Caatinga,RF,10,2009,,
34697,4,400,3928,159,826.0,114,0.0,9,5436,Caatinga,RF,10,2009,,
34698,12,8,53,34,74.0,47,0.0,7,223,Caatinga,RF,10,2009,,
34699,21,77,1166,123,1583.0,310,0.0,11,3270,Caatinga,RF,10,2009,,
34700,22,4,18,3,21.0,36,0.0,4,86,Caatinga,RF,10,2009,,
34701,27,1,4,0,2.0,1,0.0,0,8,Caatinga,RF,10,2009,,
34702,33,7,15,7,1.0,2,0.0,116,148,Caatinga,RF,10,2009,,
34703,Total,629,5409,329,2518.0,512,0.0,147,9544,Caatinga,RF,10,2009,,
34704,3,0,0,0,,0,,0,0,772,RF,7,2001,0.0,0.0
34705,4,5,8,0,,1,,0,20,772,RF,7,2001,3.0,3.0
34706,12,0,0,0,,0,,0,0,772,RF,7,2001,0.0,0.0
34707,15,1,2,3,,4,,0,18,772,RF,7,2001,8.0,0.0
34708,18,0,0,0,,0,,0,1,772,RF,7,2001,1.0,0.0
34709,22,0,0,0,,0,,0,0,772,RF,7,2001,0.0,0.0
34710,33,0,0,0,,0,,0,0,772,RF,7,2001,0.0,0.0
34711,Total,6,10,3,,5,,0,39,772,RF,7,2001,12.0,3.0
34712,3,0,1,0,,0,,0,1,755,RF,6,1998,0.0,0.0
34713,4,4,72,15,,4,,0,99,755,RF,6,1998,4.0,0.0
34714,12,0,0,1,,1,,0,3,755,RF,6,1998,1.0,0.0
34715,15,0,8,10,,9,,0,44,755,RF,6,1998,17.0,0.0
34716,18,0,1,0,,1,,0,4,755,RF,6,1998,2.0,0.0
34717,22,0,0,0,,3,,0,5,755,RF,6,1998,2.0,0.0
34718,33,0,1,0,,1,,1,3,755,RF,6,1998,0.0,0.0
34719,Total,4,83,26,,19,,1,159,755,RF,6,1998,26.0,0.0
34720,3,4,5,0,2.0,0,0.0,1,12,744,RF,5,1995,,
34721,4,43,390,68,31.0,6,0.0,3,541,744,RF,5,1995,,
34722,12,0,4,8,6.0,4,0.0,0,22,744,RF,5,1995,,
34723,21,0,25,27,92.0,10,0.0,0,154,744,RF,5,1995,,
34724,22,0,1,0,0.0,1,0.0,0,2,744,RF,5,1995,,
34725,27,0,1,0,0.0,0,0.0,0,1,744,RF,5,1995,,
34726,33,0,0,1,1.0,0,0.0,0,2,744,RF,5,1995,,
34727,Total,47,426,104,132.0,21,0.0,4,734,744,RF,5,1995,,
34728,3,8,0,0,2.0,0,0.0,0,10,772,RF,12,2008,,
34729,4,27,15,13,77.0,0,0.0,1,133,772,RF,12,2008,,
34730,12,1,0,0,0.0,0,0.0,0,1,772,RF,12,2008,,
34731,21,12,8,41,201.0,0,0.0,0,262,772,RF,12,2008,,
34732,22,0,0,0,2.0,0,0.0,0,2,772,RF,12,2008,,
34733,27,0,0,0,0.0,0,0.0,0,0,772,RF,12,2008,,
34734,33,1,0,0,0.0,0,0.0,0,1,772,RF,12,2008,,
34735,Total,49,23,54,282.0,0,0.0,1,409,772,RF,12,2008,,
34736,3,2,2,0,0.0,0,0.0,0,4,756,RF,5,2010,,
34737,4,20,162,38,45.0,4,0.0,0,269,756,RF,5,2010,,
34738,12,1,0,1,3.0,1,0.0,1,7,756,RF,5,2010,,
34739,21,4,31,14,63.0,15,0.0,0,127,756,RF,5,2010,,
34740,22,0,1,0,2.0,1,0.0,0,4,756,RF,5,2010,,
34741,27,0,0,0,1.0,0,0.0,0,1,756,RF,5,2010,,
34742,33,1,0,1,1.0,0,0.0,9,12,756,RF,5,2010,,
34743,Total,28,196,54,115.0,21,0.0,10,424,756,RF,5,2010,,
34744,3,1,17,0,0.0,0,0.0,0,18,763,RF,12,1994,,
34745,4,5,176,8,19.0,0,0.0,0,208,763,RF,12,1994,,
34746,12,0,4,4,7.0,0,0.0,0,15,763,RF,12,1994,,
34747,21,0,47,10,88.0,0,0.0,0,145,763,RF,12,1994,,
34748,22,0,0,0,2.0,0,0.0,0,2,763,RF,12,1994,,
34749,27,0,0,0,0.0,0,0.0,0,0,763,RF,12,1994,,
34750,33,0,0,0,0.0,0,0.0,2,2,763,RF,12,1994,,
34751,Total,6,244,22,116.0,0,0.0,2,390,763,RF,12,1994,,
34752,3,4,4,0,,0,,0,8,7741,RF,6,2001,0.0,0.0
34753,4,7,29,4,,0,,0,45,7741,RF,6,2001,5.0,0.0
34754,12,0,3,0,,0,,0,3,7741,RF,6,2001,0.0,0.0
34755,15,0,11,0,,1,,0,24,7741,RF,6,2001,12.0,0.0
34756,18,0,0,0,,0,,0,0,7741,RF,6,2001,0.0,0.0
34757,22,0,0,1,,0,,0,1,7741,RF,6,2001,0.0,0.0
34758,33,0,0,0,,0,,0,0,7741,RF,6,2001,0.0,0.0
34759,Total,11,47,5,,1,,0,81,7741,RF,6,2001,17.0,0.0
34760,3,0,0,0,0.0,0,0.0,0,0,7614,RF,5,1985,,
34761,4,0,33,5,0.0,0,0.0,0,38,7614,RF,5,1985,,
34762,12,0,0,0,0.0,0,0.0,0,0,7614,RF,5,1985,,
34763,21,0,2,0,5.0,0,0.0,0,7,7614,RF,5,1985,,
34764,22,0,0,0,0.0,0,0.0,0,0,7614,RF,5,1985,,
34765,27,0,0,0,0.0,0,0.0,0,0,7614,RF,5,1985,,
34766,33,0,0,0,0.0,0,0.0,0,0,7614,RF,5,1985,,
34767,Total,0,35,5,5.0,0,0.0,0,45,7614,RF,5,1985,,
34768,3,0,0,0,0.0,0,0.0,0,0,7613,RF,10,2009,,
34769,4,0,95,23,35.0,2,0.0,0,155,7613,RF,10,2009,,
34770,12,0,1,3,4.0,9,0.0,0,17,7613,RF,10,2009,,
34771,21,0,15,2,7.0,0,0.0,0,24,7613,RF,10,2009,,
34772,22,0,0,0,1.0,0,0.0,0,1,7613,RF,10,2009,,
34773,27,0,0,0,0.0,0,0.0,0,0,7613,RF,10,2009,,
34774,33,0,1,0,0.0,0,0.0,0,1,7613,RF,10,2009,,
34775,Total,0,112,28,47.0,11,0.0,0,198,7613,RF,10,2009,,
34776,3,1,3,0,,0,,0,4,76111,RF,7,1998,0.0,0.0
34777,4,1,11,0,,2,,0,20,76111,RF,7,1998,4.0,2.0
34778,12,0,0,0,,0,,0,0,76111,RF,7,1998,0.0,0.0
34779,15,0,24,2,,5,,0,59,76111,RF,7,1998,24.0,4.0
34780,18,0,0,0,,0,,0,1,76111,RF,7,1998,1.0,0.0
34781,22,0,0,0,,0,,0,0,76111,RF,7,1998,0.0,0.0
34782,33,0,0,0,,0,,3,3,76111,RF,7,1998,0.0,0.0
34783,Total,2,38,2,,7,,3,87,76111,RF,7,1998,29.0,6.0
34784,3,0,5,0,0.0,0,0.0,0,5,752,RF,5,1991,,
34785,4,20,89,0,14.0,6,0.0,0,129,752,RF,5,1991,,
34786,12,0,2,0,1.0,1,0.0,0,4,752,RF,5,1991,,
34787,21,5,17,0,5.0,3,0.0,0,30,752,RF,5,1991,,
34788,22,0,1,0,1.0,2,0.0,0,4,752,RF,5,1991,,
34789,27,0,0,0,0.0,0,0.0,0,0,752,RF,5,1991,,
34790,33,0,0,0,0.0,1,0.0,2,3,752,RF,5,1991,,
34791,Total,25,114,0,21.0,13,0.0,2,175,752,RF,5,1991,,
34792,3,121,241,1,10.0,1,0.0,0,374,Caatinga,RF,11,2015,,
34793,4,297,4443,239,437.0,21,0.0,1,5438,Caatinga,RF,11,2015,,
34794,12,6,82,53,76.0,18,0.0,0,235,Caatinga,RF,11,2015,,
34795,21,66,1525,269,1724.0,62,0.0,0,3646,Caatinga,RF,11,2015,,
34796,22,6,31,16,33.0,8,0.0,0,94,Caatinga,RF,11,2015,,
34797,27,1,2,0,0.0,0,0.0,0,3,Caatinga,RF,11,2015,,
34798,33,9,31,7,11.0,2,0.0,66,126,Caatinga,RF,11,2015,,
34799,Total,506,6355,585,2291.0,112,0.0,67,9916,Caatinga,RF,11,2015,,
34800,3,2,0,0,1.0,0,0.0,0,3,771,RF,11,2002,,
34801,4,13,87,0,23.0,0,0.0,0,123,771,RF,11,2002,,
34802,12,0,2,0,2.0,0,0.0,0,4,771,RF,11,2002,,
34803,21,0,70,0,85.0,1,0.0,0,156,771,RF,11,2002,,
34804,22,0,0,0,2.0,0,0.0,0,2,771,RF,11,2002,,
34805,27,0,0,0,0.0,0,0.0,0,0,771,RF,11,2002,,
34806,33,0,0,0,0.0,0,0.0,1,1,771,RF,11,2002,,
34807,Total,15,159,0,113.0,1,0.0,1,289,771,RF,11,2002,,
34808,3,1,17,0,0.0,0,0.0,0,18,763,RF,11,1997,,
34809,4,6,168,6,32.0,0,0.0,0,212,763,RF,11,1997,,
34810,12,0,5,7,3.0,0,0.0,0,15,763,RF,11,1997,,
34811,21,0,25,20,96.0,0,0.0,0,141,763,RF,11,1997,,
34812,22,0,0,1,0.0,0,0.0,0,1,763,RF,11,1997,,
34813,27,0,0,0,0.0,0,0.0,0,0,763,RF,11,1997,,
34814,33,0,0,0,0.0,1,0.0,2,3,763,RF,11,1997,,
34815,Total,7,215,34,131.0,1,0.0,2,390,763,RF,11,1997,,
34816,3,6,8,0,,0,,0,14,763,RF,6,2018,0.0,0.0
34817,4,14,91,8,,0,,0,121,763,RF,6,2018,8.0,0.0
34818,12,0,1,6,,0,,0,9,763,RF,6,2018,2.0,0.0
34819,15,1,14,3,,7,,0,103,763,RF,6,2018,78.0,0.0
34820,18,0,0,0,,0,,0,0,763,RF,6,2018,0.0,0.0
34821,22,0,0,0,,1,,1,2,763,RF,6,2018,0.0,0.0
34822,33,0,0,0,,0,,1,1,763,RF,6,2018,0.0,0.0
34823,Total,21,114,17,,8,,2,250,763,RF,6,2018,88.0,0.0
34824,3,0,0,0,0.0,0,0.0,0,0,7614,RF,10,1994,,
34825,4,0,71,5,7.0,8,0.0,1,92,7614,RF,10,1994,,
34826,12,0,0,0,0.0,0,0.0,0,0,7614,RF,10,1994,,
34827,21,0,24,3,30.0,11,0.0,0,68,7614,RF,10,1994,,
34828,22,0,1,0,0.0,0,0.0,0,1,7614,RF,10,1994,,
34829,27,0,0,0,0.0,0,0.0,0,0,7614,RF,10,1994,,
34830,33,0,0,0,0.0,0,0.0,0,0,7614,RF,10,1994,,
34831,Total,0,96,8,37.0,19,0.0,1,161,7614,RF,10,1994,,
34832,3,1,0,1,0.0,0,0.0,0,2,76116,RF,11,1985,,
34833,4,7,102,47,7.0,0,0.0,0,163,76116,RF,11,1985,,
34834,12,0,3,4,1.0,0,0.0,0,8,76116,RF,11,1985,,
34835,21,0,29,22,9.0,0,0.0,0,60,76116,RF,11,1985,,
34836,22,0,0,0,0.0,0,0.0,0,0,76116,RF,11,1985,,
34837,27,0,10,0,0.0,0,0.0,0,10,76116,RF,11,1985,,
34838,33,0,0,0,0.0,0,0.0,2,2,76116,RF,11,1985,,
34839,Total,8,144,74,17.0,0,0.0,2,245,76116,RF,11,1985,,
34840,3,0,0,0,0.0,0,0.0,0,0,7613,RF,12,2000,,
34841,4,0,111,0,42.0,0,0.0,0,153,7613,RF,12,2000,,
34842,12,0,2,0,15.0,0,0.0,0,17,7613,RF,12,2000,,
34843,21,0,11,0,15.0,0,0.0,0,26,7613,RF,12,2000,,
34844,22,0,0,0,1.0,0,0.0,0,1,7613,RF,12,2000,,
34845,27,0,0,0,0.0,0,0.0,0,0,7613,RF,12,2000,,
34846,33,0,0,0,0.0,0,0.0,1,1,7613,RF,12,2000,,
34847,Total,0,124,0,73.0,0,0.0,1,198,7613,RF,12,2000,,
34848,3,0,1,0,,0,,0,1,757,RF,7,2006,0.0,0.0
34849,4,1,6,0,,0,,0,14,757,RF,7,2006,6.0,1.0
34850,12,0,0,0,,0,,0,1,757,RF,7,2006,1.0,0.0
34851,15,0,0,0,,2,,0,9,757,RF,7,2006,7.0,0.0
34852,18,0,0,0,,0,,0,0,757,RF,7,2006,0.0,0.0
34853,22,0,0,0,,0,,0,0,757,RF,7,2006,0.0,0.0
34854,33,0,0,0,,0,,1,1,757,RF,7,2006,0.0,0.0
34855,Total,1,7,0,,2,,1,26,757,RF,7,2006,14.0,1.0
34856,3,0,2,0,0.0,0,0.0,0,2,76116,RF,10,1996,,
34857,4,3,95,17,30.0,3,0.0,0,148,76116,RF,10,1996,,
34858,12,0,2,1,1.0,1,0.0,0,5,76116,RF,10,1996,,
34859,21,2,30,4,42.0,8,0.0,0,86,76116,RF,10,1996,,
34860,22,0,0,0,0.0,0,0.0,0,0,76116,RF,10,1996,,
34861,27,0,0,0,0.0,0,0.0,0,0,76116,RF,10,1996,,
34862,33,0,0,0,0.0,0,0.0,9,9,76116,RF,10,1996,,
34863,Total,5,129,22,73.0,12,0.0,9,250,76116,RF,10,1996,,
34864,3,0,0,0,0.0,0,0.0,0,0,7617,RF,10,1998,,
34865,4,0,139,0,8.0,4,0.0,0,151,7617,RF,10,1998,,
34866,12,0,2,0,2.0,1,0.0,0,5,7617,RF,10,1998,,
34867,21,0,16,0,7.0,6,0.0,0,29,7617,RF,10,1998,,
34868,22,0,0,0,0.0,2,0.0,0,2,7617,RF,10,1998,,
34869,27,0,0,0,0.0,0,0.0,0,0,7617,RF,10,1998,,
34870,33,0,0,0,1.0,1,0.0,33,35,7617,RF,10,1998,,
34871,Total,0,157,0,18.0,14,0.0,33,222,7617,RF,10,1998,,
34872,3,10,6,2,0.0,0,0.0,0,18,751,RF,11,2002,,
34873,4,68,78,0,4.0,0,0.0,0,150,751,RF,11,2002,,
34874,12,0,2,1,5.0,0,0.0,0,8,751,RF,11,2002,,
34875,21,12,19,4,7.0,0,0.0,0,42,751,RF,11,2002,,
34876,22,0,4,2,0.0,0,0.0,0,6,751,RF,11,2002,,
34877,27,0,0,0,0.0,0,0.0,0,0,751,RF,11,2002,,
34878,33,0,0,2,1.0,0,0.0,0,3,751,RF,11,2002,,
34879,Total,90,109,11,17.0,0,0.0,0,227,751,RF,11,2002,,
34880,3,0,1,0,0.0,0,0.0,0,1,7618,RF,10,1990,,
34881,4,0,98,12,9.0,0,0.0,0,119,7618,RF,10,1990,,
34882,12,0,2,1,0.0,0,0.0,0,3,7618,RF,10,1990,,
34883,21,0,8,4,37.0,8,0.0,1,58,7618,RF,10,1990,,
34884,22,0,0,0,0.0,0,0.0,0,0,7618,RF,10,1990,,
34885,27,0,0,0,0.0,0,0.0,0,0,7618,RF,10,1990,,
34886,33,0,0,0,0.0,0,0.0,0,0,7618,RF,10,1990,,
34887,Total,0,109,17,46.0,8,0.0,1,181,7618,RF,10,1990,,
34888,3,0,0,0,,0,,0,0,741,RF,7,2005,0.0,0.0
34889,4,2,13,0,,1,,0,17,741,RF,7,2005,0.0,1.0
34890,12,0,0,1,,1,,0,3,741,RF,7,2005,1.0,0.0
34891,15,0,4,0,,2,,0,10,741,RF,7,2005,4.0,0.0
34892,18,0,0,0,,0,,0,0,741,RF,7,2005,0.0,0.0
34893,22,0,0,0,,0,,0,0,741,RF,7,2005,0.0,0.0
34894,33,0,0,0,,0,,1,1,741,RF,7,2005,0.0,0.0
34895,Total,2,17,1,,4,,1,31,741,RF,7,2005,5.0,1.0
34896,3,0,6,0,0.0,0,0.0,0,6,756,RF,5,1987,,
34897,4,9,177,41,36.0,7,0.0,0,270,756,RF,5,1987,,
34898,12,0,0,2,3.0,2,0.0,1,8,756,RF,5,1987,,
34899,21,0,39,11,74.0,10,0.0,0,134,756,RF,5,1987,,
34900,22,0,0,0,0.0,3,0.0,0,3,756,RF,5,1987,,
34901,27,0,1,0,0.0,0,0.0,0,1,756,RF,5,1987,,
34902,33,2,0,0,0.0,0,0.0,5,7,756,RF,5,1987,,
34903,Total,11,223,54,113.0,22,0.0,6,429,756,RF,5,1987,,
34904,3,0,2,0,1.0,0,0.0,0,3,7612,RF,12,2002,,
34905,4,0,91,7,9.0,0,0.0,0,107,7612,RF,12,2002,,
34906,12,0,2,2,4.0,0,0.0,0,8,7612,RF,12,2002,,
34907,21,0,22,10,24.0,0,0.0,0,56,7612,RF,12,2002,,
34908,22,0,0,1,2.0,0,0.0,0,3,7612,RF,12,2002,,
34909,27,0,1,0,0.0,0,0.0,0,1,7612,RF,12,2002,,
34910,33,0,1,0,0.0,0,0.0,2,3,7612,RF,12,2002,,
34911,Total,0,119,20,40.0,0,0.0,2,181,7612,RF,12,2002,,
34912,3,16,17,0,0.0,0,0.0,0,33,746,RF,10,1997,,
34913,4,17,104,0,13.0,0,0.0,0,134,746,RF,10,1997,,
34914,12,1,0,0,1.0,1,0.0,0,3,746,RF,10,1997,,
34915,21,0,3,0,6.0,3,0.0,0,12,746,RF,10,1997,,
34916,22,0,0,0,2.0,0,0.0,0,2,746,RF,10,1997,,
34917,27,0,0,0,0.0,0,0.0,0,0,746,RF,10,1997,,
34918,33,0,0,0,0.0,0,0.0,1,1,746,RF,10,1997,,
34919,Total,34,124,0,22.0,4,0.0,1,185,746,RF,10,1997,,
34920,3,0,0,0,0.0,0,0.0,0,0,7616,RF,5,2002,,
34921,4,0,64,30,6.0,0,0.0,0,100,7616,RF,5,2002,,
34922,12,0,1,2,0.0,0,0.0,0,3,7616,RF,5,2002,,
34923,21,0,4,3,25.0,2,0.0,0,34,7616,RF,5,2002,,
34924,22,0,0,0,0.0,0,0.0,0,0,7616,RF,5,2002,,
34925,27,0,0,0,0.0,0,0.0,0,0,7616,RF,5,2002,,
34926,33,0,0,0,0.0,0,0.0,0,0,7616,RF,5,2002,,
34927,Total,0,69,35,31.0,2,0.0,0,137,7616,RF,5,2002,,
34928,3,0,1,0,1.0,0,0.0,0,2,7615,RF,10,2001,,
34929,4,0,125,2,44.0,17,0.0,0,188,7615,RF,10,2001,,
34930,12,0,1,0,6.0,14,0.0,0,21,7615,RF,10,2001,,
34931,21,0,21,2,29.0,19,0.0,0,71,7615,RF,10,2001,,
34932,22,0,1,0,0.0,3,0.0,0,4,7615,RF,10,2001,,
34933,27,0,0,0,0.0,0,0.0,0,0,7615,RF,10,2001,,
34934,33,0,0,0,0.0,0,0.0,2,2,7615,RF,10,2001,,
34935,Total,0,149,4,80.0,53,0.0,2,288,7615,RF,10,2001,,
34936,3,3,3,0,,1,,0,7,753,RF,6,1993,0.0,0.0
34937,4,9,53,0,,12,,0,80,753,RF,6,1993,6.0,0.0
34938,12,0,1,0,,1,,0,2,753,RF,6,1993,0.0,0.0
34939,15,2,6,0,,8,,1,24,753,RF,6,1993,7.0,0.0
34940,18,2,2,0,,2,,0,8,753,RF,6,1993,2.0,0.0
34941,22,1,0,0,,2,,0,3,753,RF,6,1993,0.0,0.0
34942,33,2,1,0,,1,,0,5,753,RF,6,1993,1.0,0.0
34943,Total,19,66,0,,27,,1,129,753,RF,6,1993,16.0,0.0
34944,3,1,0,0,1.0,0,0.0,0,2,7615,RF,5,2003,,
34945,4,1,114,49,19.0,2,0.0,0,185,7615,RF,5,2003,,
34946,12,0,1,6,5.0,9,0.0,0,21,7615,RF,5,2003,,
34947,21,0,11,20,29.0,14,0.0,0,74,7615,RF,5,2003,,
34948,22,0,1,0,1.0,2,0.0,0,4,7615,RF,5,2003,,
34949,27,0,0,0,0.0,0,0.0,0,0,7615,RF,5,2003,,
34950,33,0,0,0,0.0,0,0.0,2,2,7615,RF,5,2003,,
34951,Total,2,127,75,55.0,27,0.0,2,288,7615,RF,5,2003,,
34952,3,0,9,1,2.0,0,0.0,1,13,757,RF,10,2000,,
34953,4,0,124,13,30.0,15,0.0,0,182,757,RF,10,2000,,
34954,12,0,1,0,1.0,1,0.0,1,4,757,RF,10,2000,,
34955,21,0,59,9,89.0,35,0.0,2,194,757,RF,10,2000,,
34956,22,0,1,0,0.0,1,0.0,0,2,757,RF,10,2000,,
34957,27,0,3,0,1.0,0,0.0,0,4,757,RF,10,2000,,
34958,33,0,3,0,1.0,0,0.0,3,7,757,RF,10,2000,,
34959,Total,0,200,23,124.0,52,0.0,7,406,757,RF,10,2000,,
34960,3,5,3,0,1.0,0,0.0,0,9,745,RF,12,1988,,
34961,4,18,30,0,3.0,0,0.0,0,51,745,RF,12,1988,,
34962,12,0,0,0,0.0,1,0.0,0,1,745,RF,12,1988,,
34963,21,0,1,0,8.0,1,0.0,0,10,745,RF,12,1988,,
34964,22,0,0,0,0.0,0,0.0,0,0,745,RF,12,1988,,
34965,27,0,0,0,0.0,0,0.0,0,0,745,RF,12,1988,,
34966,33,0,0,0,0.0,0,0.0,0,0,745,RF,12,1988,,
34967,Total,23,34,0,12.0,2,0.0,0,71,745,RF,12,1988,,
34968,3,24,10,0,0.0,0,0.0,0,34,746,RF,5,1996,,
34969,4,33,96,2,3.0,0,0.0,0,134,746,RF,5,1996,,
34970,12,0,1,2,0.0,0,0.0,0,3,746,RF,5,1996,,
34971,21,0,2,1,7.0,1,0.0,0,11,746,RF,5,1996,,
34972,22,0,0,1,1.0,0,0.0,0,2,746,RF,5,1996,,
34973,27,0,0,0,0.0,0,0.0,0,0,746,RF,5,1996,,
34974,33,0,0,0,0.0,0,0.0,1,1,746,RF,5,1996,,
34975,Total,57,109,6,11.0,1,0.0,1,185,746,RF,5,1996,,
34976,3,2,2,0,,0,,0,4,7422,RF,6,2003,0.0,0.0
34977,4,3,46,34,,2,,0,97,7422,RF,6,2003,12.0,0.0
34978,12,0,1,1,,1,,0,7,7422,RF,6,2003,4.0,0.0
34979,15,0,4,9,,2,,0,34,7422,RF,6,2003,19.0,0.0
34980,18,0,0,0,,0,,0,0,7422,RF,6,2003,0.0,0.0
34981,22,0,0,0,,0,,0,0,7422,RF,6,2003,0.0,0.0
34982,33,0,0,0,,0,,1,1,7422,RF,6,2003,0.0,0.0
34983,Total,5,53,44,,5,,1,143,7422,RF,6,2003,35.0,0.0
34984,3,18,20,1,0.0,0,0.0,0,39,7741,RF,10,1986,,
34985,4,28,102,16,7.0,5,0.0,0,158,7741,RF,10,1986,,
34986,12,0,7,2,0.0,0,0.0,1,10,7741,RF,10,1986,,
34987,21,4,48,9,45.0,12,0.0,0,118,7741,RF,10,1986,,
34988,22,0,0,0,0.0,0,0.0,0,0,7741,RF,10,1986,,
34989,27,9,12,1,4.0,1,0.0,1,28,7741,RF,10,1986,,
34990,33,0,0,0,0.0,0,0.0,0,0,7741,RF,10,1986,,
34991,Total,59,189,29,56.0,18,0.0,2,353,7741,RF,10,1986,,
34992,3,0,0,0,,0,,0,0,759,RF,6,2013,0.0,0.0
34993,4,0,0,0,,0,,0,0,759,RF,6,2013,0.0,0.0
34994,12,0,0,0,,0,,0,0,759,RF,6,2013,0.0,0.0
34995,15,0,2,0,,0,,0,11,759,RF,6,2013,9.0,0.0
34996,18,0,0,0,,0,,0,0,759,RF,6,2013,0.0,0.0
34997,22,0,0,0,,0,,0,0,759,RF,6,2013,0.0,0.0
34998,33,0,0,0,,0,,0,1,759,RF,6,2013,1.0,0.0
34999,Total,0,2,0,,0,,0,12,759,RF,6,2013,10.0,0.0
35000,3,0,3,0,0.0,0,0.0,0,3,7612,RF,11,2020,,
35001,4,0,80,14,3.0,0,0.0,0,97,7612,RF,11,2020,,
35002,12,0,3,5,0.0,0,0.0,0,8,7612,RF,11,2020,,
35003,21,0,48,11,7.0,0,0.0,0,66,7612,RF,11,2020,,
35004,22,0,0,2,1.0,1,0.0,0,4,7612,RF,11,2020,,
35005,27,0,0,0,0.0,0,0.0,0,0,7612,RF,11,2020,,
35006,33,0,0,0,0.0,0,0.0,3,3,7612,RF,11,2020,,
35007,Total,0,134,32,11.0,1,0.0,3,181,7612,RF,11,2020,,
35008,3,0,1,0,1.0,0,0.0,0,2,7615,RF,10,1999,,
35009,4,0,128,15,29.0,19,0.0,0,191,7615,RF,10,1999,,
35010,12,0,2,1,2.0,16,0.0,0,21,7615,RF,10,1999,,
35011,21,0,21,5,28.0,13,0.0,1,68,7615,RF,10,1999,,
35012,22,0,1,0,0.0,3,0.0,0,4,7615,RF,10,1999,,
35013,27,0,0,0,0.0,0,0.0,0,0,7615,RF,10,1999,,
35014,33,0,0,0,0.0,0,0.0,2,2,7615,RF,10,1999,,
35015,Total,0,153,21,60.0,51,0.0,3,288,7615,RF,10,1999,,
35016,3,0,0,0,0.0,0,0.0,0,0,7613,RF,11,2001,,
35017,4,0,115,0,35.0,3,0.0,0,153,7613,RF,11,2001,,
35018,12,0,1,0,14.0,2,0.0,0,17,7613,RF,11,2001,,
35019,21,0,11,0,14.0,1,0.0,0,26,7613,RF,11,2001,,
35020,22,0,0,0,1.0,0,0.0,0,1,7613,RF,11,2001,,
35021,27,0,0,0,0.0,0,0.0,0,0,7613,RF,11,2001,,
35022,33,0,1,0,0.0,0,0.0,0,1,7613,RF,11,2001,,
35023,Total,0,128,0,64.0,6,0.0,0,198,7613,RF,11,2001,,
35024,3,2,1,0,0.0,0,0.0,0,3,771,RF,10,2021,,
35025,4,10,81,0,24.0,1,0.0,0,116,771,RF,10,2021,,
35026,12,0,3,0,1.0,0,0.0,0,4,771,RF,10,2021,,
35027,21,1,63,0,96.0,2,0.0,0,162,771,RF,10,2021,,
35028,22,0,1,0,1.0,1,0.0,0,3,771,RF,10,2021,,
35029,27,0,1,0,0.0,0,0.0,0,1,771,RF,10,2021,,
35030,33,0,0,0,0.0,0,0.0,1,1,771,RF,10,2021,,
35031,Total,13,150,0,122.0,4,0.0,1,290,771,RF,10,2021,,
35032,3,0,0,0,0.0,0,0.0,0,0,7616,RF,10,2017,,
35033,4,0,78,10,2.0,8,0.0,0,98,7616,RF,10,2017,,
35034,12,0,3,0,0.0,0,0.0,0,3,7616,RF,10,2017,,
35035,21,0,8,1,23.0,4,0.0,0,36,7616,RF,10,2017,,
35036,22,0,0,0,0.0,0,0.0,0,0,7616,RF,10,2017,,
35037,27,0,0,0,0.0,0,0.0,0,0,7616,RF,10,2017,,
