,classes,3,4,12,15,18,22,33,Total,bacia,model,version,year
182,33,0,0,0,0,0,0,9,9,76116,Spatial,5,1990
183,Total,9,88,23,0,0,4,10,134,76116,Spatial,5,1990
184,3,2,2,0,0,0,0,0,4,7422,Spatial,5,2010
185,4,6,79,5,0,0,0,1,91,7422,Spatial,5,2010
186,12,0,1,0,0,0,1,0,2,7422,Spatial,5,2010
187,15,0,0,0,0,0,0,0,0,7422,Spatial,5,2010
188,18,0,0,0,0,0,0,0,0,7422,Spatial,5,2010
189,22,0,0,0,0,0,0,0,0,7422,Spatial,5,2010
190,33,0,0,0,0,0,0,1,1,7422,Spatial,5,2010
191,Total,8,82,5,0,0,1,2,98,7422,Spatial,5,2010
192,3,18,6,0,0,0,0,0,24,753,Spatial,9,2022
193,4,88,218,2,0,0,4,0,312,753,Spatial,9,2022
194,12,0,5,0,0,0,1,0,6,753,Spatial,9,2022
195,15,0,0,0,0,0,0,0,0,753,Spatial,9,2022
196,18,0,0,0,0,0,0,0,0,753,Spatial,9,2022
197,22,4,3,2,0,0,12,0,21,753,Spatial,9,2022
198,33,4,3,1,0,0,0,11,19,753,Spatial,9,2022
199,Total,114,235,5,0,0,17,11,382,753,Spatial,9,2022
200,3,7,3,0,0,0,0,0,10,745,Spatial,9,2018
201,4,56,22,0,0,0,4,0,82,745,Spatial,9,2018
202,12,0,0,0,0,0,1,0,1,745,Spatial,9,2018
203,15,0,0,0,0,0,0,0,0,745,Spatial,9,2018
204,18,0,0,0,0,0,0,0,0,745,Spatial,9,2018
205,22,0,0,0,0,0,0,0,0,745,Spatial,9,2018
206,33,0,0,0,0,0,0,0,0,745,Spatial,9,2018
207,Total,63,25,0,0,0,5,0,93,745,Spatial,9,2018
208,3,1,1,0,0,0,0,0,2,771,Spatial,5,2017
209,4,5,78,15,0,0,0,0,98,771,Spatial,5,2017
210,12,0,2,1,0,0,0,0,3,771,Spatial,5,2017
211,15,0,0,0,0,0,0,0,0,771,Spatial,5,2017
212,18,0,0,0,0,0,0,0,0,771,Spatial,5,2017
213,22,0,0,0,0,0,1,0,1,771,Spatial,5,2017
214,33,0,0,0,0,0,0,0,0,771,Spatial,5,2017
215,Total,6,81,16,0,0,1,0,104,771,Spatial,5,2017
216,3,1,4,0,0,0,0,0,5,752,Spatial,9,2008
217,4,11,134,12,0,0,1,0,158,752,Spatial,9,2008
