,classes,3,4,12,15,18,22,33,Total,bacia,model,version,year,27
2858,4,0,3,0,2,0,0,0,5,775,GTB,9,2015,0.0
2859,12,0,0,0,0,0,1,0,1,775,GTB,9,2015,0.0
2860,15,0,4,0,9,0,2,0,15,775,GTB,9,2015,0.0
2861,18,0,0,0,0,0,0,0,0,775,GTB,9,2015,0.0
2862,22,0,0,0,0,0,0,0,0,775,GTB,9,2015,0.0
2863,27,0,0,0,0,0,0,0,0,775,GTB,9,2015,0.0
2864,33,0,0,0,0,0,0,0,0,775,GTB,9,2015,0.0
2865,Total,1,8,0,11,0,3,0,23,775,GTB,9,2015,0.0
2866,3,2,4,0,0,0,0,0,6,744,GTB,7,2013,
2867,4,27,135,45,7,33,1,2,250,744,GTB,7,2013,
2868,12,0,2,5,0,2,2,0,11,744,GTB,7,2013,
2869,15,0,6,5,18,10,5,0,44,744,GTB,7,2013,
2870,18,0,3,1,0,1,0,0,5,744,GTB,7,2013,
2871,22,0,0,1,0,0,0,0,1,744,GTB,7,2013,
2872,33,1,0,0,0,0,0,0,1,744,GTB,7,2013,
2873,Total,30,150,57,25,46,8,2,318,744,GTB,7,2013,
2874,3,2,2,0,0,0,0,0,4,7422,GTB,6,2021,
2875,4,5,71,13,7,0,2,0,98,7422,GTB,6,2021,
2876,12,0,0,2,4,0,1,0,7,7422,GTB,6,2021,
2877,15,1,9,7,13,0,2,0,32,7422,GTB,6,2021,
2878,18,0,0,0,0,0,0,0,0,7422,GTB,6,2021,
2879,22,0,0,0,0,0,0,0,0,7422,GTB,6,2021,
2880,33,0,0,0,0,0,0,2,2,7422,GTB,6,2021,
2881,Total,8,82,22,24,0,5,2,143,7422,GTB,6,2021,
2882,3,0,2,0,0,0,0,0,2,745,GTB,6,2007,
2883,4,22,4,2,0,0,0,0,28,745,GTB,6,2007,
2884,12,0,0,0,0,0,0,0,0,745,GTB,6,2007,
2885,15,0,1,0,0,0,0,0,1,745,GTB,6,2007,
2886,18,0,0,0,0,0,0,0,0,745,GTB,6,2007,
2887,22,0,0,0,0,0,0,0,0,745,GTB,6,2007,
2888,33,0,0,0,0,0,0,0,0,745,GTB,6,2007,
2889,Total,22,7,2,0,0,0,0,31,745,GTB,6,2007,
2890,3,6,8,0,0,0,0,0,14,765,GTB,5,2019,0.0
2891,4,3,85,2,15,0,1,0,106,765,GTB,5,2019,0.0
2892,12,0,0,0,0,0,0,0,0,765,GTB,5,2019,0.0
2893,15,0,19,0,80,0,9,0,108,765,GTB,5,2019,0.0
2894,18,4,0,0,1,0,0,0,5,765,GTB,5,2019,0.0
2895,22,0,1,1,0,0,4,0,6,765,GTB,5,2019,0.0
2896,27,0,0,0,0,0,0,0,0,765,GTB,5,2019,0.0
2897,33,1,0,0,0,0,0,1,2,765,GTB,5,2019,0.0
2898,Total,14,113,3,96,0,14,1,241,765,GTB,5,2019,0.0
2899,3,2,20,0,0,0,0,0,22,7622,GTB,9,2000,0.0
2900,4,7,63,0,5,1,2,0,78,7622,GTB,9,2000,0.0
2901,12,0,1,0,1,0,0,0,2,7622,GTB,9,2000,0.0
2902,15,0,11,0,6,1,0,0,18,7622,GTB,9,2000,0.0
2903,18,0,0,0,1,0,0,0,1,7622,GTB,9,2000,0.0
2904,22,0,0,0,0,0,0,0,0,7622,GTB,9,2000,0.0
2905,27,0,0,0,0,0,0,0,0,7622,GTB,9,2000,0.0
2906,33,0,0,0,0,0,0,0,0,7622,GTB,9,2000,0.0
2907,Total,9,95,0,13,2,2,0,121,7622,GTB,9,2000,0.0
2908,3,2,0,0,1,0,0,0,3,771,GTB,10,2000,0.0
2909,4,12,84,7,21,0,3,0,127,771,GTB,10,2000,0.0
2910,12,0,2,0,1,0,1,0,4,771,GTB,10,2000,0.0
2911,15,5,39,10,87,0,8,0,150,771,GTB,10,2000,1.0
2912,18,0,2,0,1,0,0,0,3,771,GTB,10,2000,0.0
2913,22,0,0,0,2,0,0,0,2,771,GTB,10,2000,0.0
2914,27,0,0,0,0,0,0,0,0,771,GTB,10,2000,0.0
2915,33,0,0,0,0,0,0,1,1,771,GTB,10,2000,0.0
2916,Total,19,127,17,113,0,12,1,290,771,GTB,10,2000,1.0
2917,3,0,0,0,0,0,0,0,0,7613,GTB,7,1999,
2918,4,0,52,40,12,24,6,0,134,7613,GTB,7,1999,
2919,12,0,0,1,7,2,4,0,14,7613,GTB,7,1999,
2920,15,0,5,2,4,4,2,0,17,7613,GTB,7,1999,
2921,18,0,0,0,0,0,0,0,0,7613,GTB,7,1999,
2922,22,0,0,0,1,0,0,0,1,7613,GTB,7,1999,
2923,33,0,0,0,0,0,0,1,1,7613,GTB,7,1999,
2924,Total,0,57,43,24,30,12,1,167,7613,GTB,7,1999,
2925,3,0,3,0,0,0,0,0,3,756,GTB,9,2016,0.0
2926,4,0,228,0,35,0,7,0,270,756,GTB,9,2016,0.0
2927,12,0,3,0,4,0,1,0,8,756,GTB,9,2016,0.0
2928,15,0,59,0,70,0,11,0,140,756,GTB,9,2016,0.0
2929,18,0,0,0,0,0,0,0,0,756,GTB,9,2016,0.0
2930,22,0,3,0,4,0,2,0,9,756,GTB,9,2016,0.0
2931,27,0,0,0,0,0,0,0,0,756,GTB,9,2016,0.0
2932,33,0,1,0,0,0,0,4,5,756,GTB,9,2016,0.0
2933,Total,0,297,0,113,0,21,4,435,756,GTB,9,2016,0.0
2934,3,1,3,0,0,0,0,0,4,7422,GTB,7,1986,
2935,4,9,81,8,4,4,4,0,110,7422,GTB,7,1986,
2936,12,0,2,0,1,1,2,0,6,7422,GTB,7,1986,
2937,15,1,6,2,3,4,5,0,21,7422,GTB,7,1986,
2938,18,0,0,0,0,0,0,0,0,7422,GTB,7,1986,
2939,22,0,0,0,0,0,0,0,0,7422,GTB,7,1986,
2940,33,0,0,0,0,0,0,2,2,7422,GTB,7,1986,
2941,Total,11,92,10,8,9,11,2,143,7422,GTB,7,1986,
2942,3,2,10,0,0,0,0,0,12,766,GTB,10,2007,0.0
2943,4,0,81,0,26,0,2,0,109,766,GTB,10,2007,0.0
2944,12,0,2,0,1,0,2,0,5,766,GTB,10,2007,0.0
2945,15,0,23,0,92,0,16,0,131,766,GTB,10,2007,0.0
2946,18,1,0,0,3,0,0,0,4,766,GTB,10,2007,0.0
2947,22,0,0,0,1,0,1,0,2,766,GTB,10,2007,0.0
2948,27,0,0,0,0,0,0,0,0,766,GTB,10,2007,0.0
2949,33,1,0,0,1,0,0,2,4,766,GTB,10,2007,0.0
2950,Total,4,116,0,124,0,21,2,267,766,GTB,10,2007,0.0
2951,3,0,3,0,1,0,0,0,4,76111,GTB,6,2012,
2952,4,0,12,0,4,0,1,0,17,76111,GTB,6,2012,
2953,12,0,0,0,0,0,0,0,0,76111,GTB,6,2012,
2954,15,0,16,0,39,0,5,0,60,76111,GTB,6,2012,
2955,18,0,1,0,1,0,0,0,2,76111,GTB,6,2012,
2956,22,0,1,0,0,0,0,0,1,76111,GTB,6,2012,
2957,33,0,0,0,0,0,0,3,3,76111,GTB,6,2012,
2958,Total,0,33,0,45,0,6,3,87,76111,GTB,6,2012,
2959,3,0,0,0,0,0,0,0,0,756,GTB,7,2010,
2960,4,0,1,1,0,5,1,0,8,756,GTB,7,2010,
2961,12,0,0,0,0,0,0,0,0,756,GTB,7,2010,
2962,15,0,0,0,0,0,0,0,0,756,GTB,7,2010,
2963,18,0,0,0,0,0,0,0,0,756,GTB,7,2010,
2964,22,0,0,0,0,0,0,0,0,756,GTB,7,2010,
2965,33,0,0,0,0,0,0,1,1,756,GTB,7,2010,
2966,Total,0,1,1,0,5,1,1,9,756,GTB,7,2010,
2967,3,0,3,0,1,0,0,0,5,752,GTB,10,1990,1.0
2968,4,11,93,0,13,0,11,0,130,752,GTB,10,1990,2.0
2969,12,0,2,0,1,0,1,0,4,752,GTB,10,1990,0.0
2970,15,4,11,0,3,0,6,0,25,752,GTB,10,1990,1.0
2971,18,2,1,0,0,0,0,0,3,752,GTB,10,1990,0.0
2972,22,0,1,0,1,0,2,0,4,752,GTB,10,1990,0.0
2973,27,0,0,0,1,0,0,0,1,752,GTB,10,1990,0.0
2974,33,0,0,0,0,0,1,2,3,752,GTB,10,1990,0.0
2975,Total,17,111,0,20,0,21,2,175,752,GTB,10,1990,4.0
2976,3,0,0,0,0,0,0,0,0,741,GTB,7,2013,
2977,4,0,14,2,0,0,0,0,16,741,GTB,7,2013,
2978,12,0,0,0,2,1,0,0,3,741,GTB,7,2013,
2979,15,0,3,1,2,2,2,0,10,741,GTB,7,2013,
2980,18,0,1,0,0,0,0,0,1,741,GTB,7,2013,
2981,22,0,0,0,0,0,0,0,0,741,GTB,7,2013,
2982,33,0,0,0,0,0,0,1,1,741,GTB,7,2013,
2983,Total,0,18,3,4,3,2,1,31,741,GTB,7,2013,
2984,3,2,7,0,0,0,1,0,10,76111,GTB,5,2020,0.0
2985,4,2,30,2,6,0,0,0,40,76111,GTB,5,2020,0.0
2986,12,0,0,0,0,0,0,0,0,76111,GTB,5,2020,0.0
2987,15,4,53,8,77,0,8,1,151,76111,GTB,5,2020,0.0
2988,18,0,0,0,4,0,1,0,5,76111,GTB,5,2020,0.0
2989,22,0,0,0,0,0,2,0,2,76111,GTB,5,2020,0.0
2990,27,0,0,0,0,0,0,0,0,76111,GTB,5,2020,0.0
2991,33,0,0,0,0,0,0,3,3,76111,GTB,5,2020,0.0
2992,Total,8,90,10,87,0,12,4,211,76111,GTB,5,2020,0.0
2993,3,1,0,0,0,0,0,0,1,7421,GTB,10,2003,0.0
2994,4,2,51,3,6,0,1,1,64,7421,GTB,10,2003,0.0
2995,12,0,1,0,1,0,0,0,2,7421,GTB,10,2003,0.0
2996,15,0,5,4,6,0,1,0,16,7421,GTB,10,2003,0.0
2997,18,0,0,1,0,0,0,0,1,7421,GTB,10,2003,0.0
2998,22,0,0,0,0,0,0,0,0,7421,GTB,10,2003,0.0
2999,27,0,0,0,0,0,0,0,0,7421,GTB,10,2003,0.0
3000,33,0,0,0,0,0,0,0,0,7421,GTB,10,2003,0.0
3001,Total,3,57,8,13,0,2,1,84,7421,GTB,10,2003,0.0
3002,3,0,5,0,0,0,1,0,6,7619,GTB,5,2006,0.0
3003,4,7,210,35,17,0,8,0,277,7619,GTB,5,2006,0.0
3004,12,0,3,1,3,0,1,3,13,7619,GTB,5,2006,2.0
3005,15,0,8,8,35,0,7,1,59,7619,GTB,5,2006,0.0
3006,18,0,1,1,2,0,0,0,4,7619,GTB,5,2006,0.0
3007,22,0,1,0,0,0,0,0,1,7619,GTB,5,2006,0.0
3008,27,0,0,0,0,0,0,0,0,7619,GTB,5,2006,0.0
3009,33,1,0,0,0,0,0,1,2,7619,GTB,5,2006,0.0
3010,Total,8,228,45,57,0,17,5,362,7619,GTB,5,2006,2.0
3011,3,2,2,0,0,0,0,0,4,7422,GTB,6,2005,
3012,4,4,73,8,10,0,0,0,95,7422,GTB,6,2005,
3013,12,0,1,2,2,0,1,0,6,7422,GTB,6,2005,
3014,15,0,11,2,23,0,0,0,36,7422,GTB,6,2005,
3015,18,0,0,0,0,0,0,0,0,7422,GTB,6,2005,
3016,22,0,0,0,0,0,0,0,0,7422,GTB,6,2005,
3017,33,0,0,0,0,0,0,2,2,7422,GTB,6,2005,
3018,Total,6,87,12,35,0,1,2,143,7422,GTB,6,2005,
3019,3,0,0,0,0,0,0,0,0,7617,GTB,5,2016,0.0
3020,4,0,112,24,10,0,4,0,150,7617,GTB,5,2016,0.0
3021,12,0,0,0,7,0,0,1,8,7617,GTB,5,2016,0.0
3022,15,0,1,2,19,0,2,0,24,7617,GTB,5,2016,0.0
3023,18,0,0,0,2,2,2,0,6,7617,GTB,5,2016,0.0
3024,22,0,0,0,1,0,1,1,3,7617,GTB,5,2016,0.0
3025,27,0,0,0,0,0,0,0,0,7617,GTB,5,2016,0.0
3026,33,0,0,1,4,0,1,25,31,7617,GTB,5,2016,0.0
3027,Total,0,113,27,43,2,10,27,222,7617,GTB,5,2016,0.0
3028,3,4,4,0,3,0,0,0,11,7742,GTB,10,2021,0.0
3029,4,7,20,0,1,0,0,0,28,7742,GTB,10,2021,0.0
3030,12,0,0,2,1,0,0,0,3,7742,GTB,10,2021,0.0
3031,15,0,41,2,83,0,10,0,136,7742,GTB,10,2021,0.0
3032,18,0,0,0,1,0,0,0,1,7742,GTB,10,2021,0.0
3033,22,0,1,0,0,0,1,1,3,7742,GTB,10,2021,0.0
3034,27,0,1,1,0,0,0,0,2,7742,GTB,10,2021,0.0
3035,33,0,0,0,0,0,0,0,0,7742,GTB,10,2021,0.0
3036,Total,11,67,5,89,0,11,1,184,7742,GTB,10,2021,0.0
3037,3,1,1,0,0,0,0,0,2,76116,GTB,6,2015,
3038,4,3,61,1,32,0,5,0,102,76116,GTB,6,2015,
3039,12,0,1,0,2,0,1,0,4,76116,GTB,6,2015,
3040,15,0,6,2,31,0,9,0,48,76116,GTB,6,2015,
3041,18,0,1,1,0,0,0,0,2,76116,GTB,6,2015,
3042,22,0,0,0,0,0,0,0,0,76116,GTB,6,2015,
3043,33,0,0,0,0,0,0,9,9,76116,GTB,6,2015,
3044,Total,4,70,4,65,0,15,9,167,76116,GTB,6,2015,
3045,3,3,7,0,1,0,0,0,11,744,GTB,10,2021,0.0
3046,4,26,427,35,50,0,4,1,543,744,GTB,10,2021,0.0
3047,12,0,4,6,8,0,2,0,20,744,GTB,10,2021,0.0
3048,15,1,37,24,63,0,19,0,144,744,GTB,10,2021,0.0
3049,18,0,7,0,6,0,0,0,13,744,GTB,10,2021,0.0
3050,22,0,0,0,1,0,1,0,2,744,GTB,10,2021,0.0
3051,27,0,0,0,0,0,0,0,0,744,GTB,10,2021,0.0
3052,33,0,2,0,0,0,0,0,2,744,GTB,10,2021,0.0
3053,Total,30,484,65,129,0,26,1,735,744,GTB,10,2021,0.0
3054,3,1,0,0,0,0,0,0,1,7421,GTB,9,2016,0.0
3055,4,1,54,7,2,0,2,0,66,7421,GTB,9,2016,0.0
3056,12,0,0,1,1,0,0,0,2,7421,GTB,9,2016,0.0
3057,15,0,2,3,6,0,3,0,14,7421,GTB,9,2016,0.0
3058,18,0,0,0,0,0,1,0,1,7421,GTB,9,2016,0.0
3059,22,0,0,0,0,0,0,0,0,7421,GTB,9,2016,0.0
3060,27,0,0,0,0,0,0,0,0,7421,GTB,9,2016,0.0
3061,33,0,0,0,0,0,0,0,0,7421,GTB,9,2016,0.0
3062,Total,2,56,11,9,0,6,0,84,7421,GTB,9,2016,0.0
3063,3,6,12,0,0,0,0,0,18,763,GTB,9,2005,0.0
3064,4,25,130,5,38,7,2,0,207,763,GTB,9,2005,0.0
3065,12,1,2,5,5,1,1,0,15,763,GTB,9,2005,0.0
3066,15,1,31,4,74,24,11,0,145,763,GTB,9,2005,0.0
3067,18,0,0,0,1,0,0,0,1,763,GTB,9,2005,0.0
3068,22,0,1,1,0,0,2,0,4,763,GTB,9,2005,0.0
3069,27,0,0,0,0,0,0,0,0,763,GTB,9,2005,0.0
3070,33,0,0,0,0,0,0,3,3,763,GTB,9,2005,0.0
3071,Total,33,176,15,118,32,16,3,393,763,GTB,9,2005,0.0
3072,3,0,0,0,0,0,0,0,0,771,GTB,6,2013,
3073,4,0,16,10,2,0,2,1,31,771,GTB,6,2013,
3074,12,0,0,0,0,0,0,0,0,771,GTB,6,2013,
3075,15,0,0,2,10,0,1,0,13,771,GTB,6,2013,
3076,18,0,0,0,0,0,0,0,0,771,GTB,6,2013,
3077,22,0,0,0,1,0,0,0,1,771,GTB,6,2013,
3078,33,0,0,0,0,0,0,0,0,771,GTB,6,2013,
3079,Total,0,16,12,13,0,3,1,45,771,GTB,6,2013,
3080,3,18,4,0,0,0,0,0,22,746,GTB,7,1993,
3081,4,24,40,3,1,9,0,0,77,746,GTB,7,1993,
3082,12,0,0,0,0,0,0,0,0,746,GTB,7,1993,
3083,15,0,2,1,2,2,0,0,7,746,GTB,7,1993,
3084,18,0,0,0,0,0,0,0,0,746,GTB,7,1993,
3085,22,0,0,1,0,0,1,0,2,746,GTB,7,1993,
3086,33,0,0,0,0,0,0,0,0,746,GTB,7,1993,
3087,Total,42,46,5,3,11,1,0,108,746,GTB,7,1993,
3088,3,0,0,0,0,0,0,0,0,773,GTB,5,1994,0.0
3089,4,1,5,0,0,0,1,0,7,773,GTB,5,1994,0.0
3090,12,0,0,0,0,0,0,1,1,773,GTB,5,1994,0.0
3091,15,0,2,0,31,0,4,0,37,773,GTB,5,1994,0.0
3092,18,0,0,0,0,0,0,0,0,773,GTB,5,1994,0.0
3093,22,1,0,0,0,0,1,0,2,773,GTB,5,1994,0.0
3094,27,0,0,0,0,0,0,0,0,773,GTB,5,1994,0.0
3095,33,0,0,0,0,0,0,0,0,773,GTB,5,1994,0.0
3096,Total,2,7,0,31,0,6,1,47,773,GTB,5,1994,0.0
3097,3,1,1,0,0,0,0,0,2,775,GTB,10,1986,0.0
3098,4,0,3,0,1,0,0,0,4,775,GTB,10,1986,0.0
3099,12,0,0,0,0,0,0,0,0,775,GTB,10,1986,0.0
3100,15,0,7,0,8,0,1,1,17,775,GTB,10,1986,0.0
3101,18,0,0,0,0,0,0,0,0,775,GTB,10,1986,0.0
3102,22,0,0,0,0,0,0,0,0,775,GTB,10,1986,0.0
3103,27,0,0,0,0,0,0,0,0,775,GTB,10,1986,0.0
3104,33,0,0,0,0,0,0,0,0,775,GTB,10,1986,0.0
3105,Total,1,11,0,9,0,1,1,23,775,GTB,10,1986,0.0
3106,3,1,0,0,3,1,0,2,7,7622,GTB,7,1989,
3107,4,0,0,0,9,1,0,9,19,7622,GTB,7,1989,
3108,12,0,0,0,1,0,0,0,1,7622,GTB,7,1989,
3109,15,0,0,0,10,0,0,0,10,7622,GTB,7,1989,
3110,18,0,0,0,0,0,0,0,0,7622,GTB,7,1989,
3111,22,0,0,0,0,0,0,0,0,7622,GTB,7,1989,
3112,33,0,0,0,0,0,0,0,0,7622,GTB,7,1989,
3113,Total,1,0,0,23,2,0,11,37,7622,GTB,7,1989,
3114,3,8,2,0,0,0,0,0,10,772,GTB,10,2016,0.0
3115,4,5,94,5,19,0,1,0,124,772,GTB,10,2016,0.0
3116,12,0,1,0,0,0,0,0,1,772,GTB,10,2016,0.0
3117,15,2,79,22,148,0,17,1,269,772,GTB,10,2016,0.0
3118,18,1,3,1,1,0,0,0,6,772,GTB,10,2016,0.0
3119,22,0,0,0,1,0,1,0,2,772,GTB,10,2016,0.0
3120,27,0,0,0,0,0,0,0,0,772,GTB,10,2016,0.0
3121,33,0,0,0,0,0,0,1,1,772,GTB,10,2016,0.0
3122,Total,16,179,28,169,0,19,2,413,772,GTB,10,2016,0.0
3123,3,2,4,0,0,0,0,0,6,744,GTB,7,2021,
3124,4,30,115,46,12,41,2,0,246,744,GTB,7,2021,
3125,12,0,1,6,1,0,3,0,11,744,GTB,7,2021,
3126,15,1,4,9,17,9,8,0,48,744,GTB,7,2021,
3127,18,1,3,0,0,1,0,0,5,744,GTB,7,2021,
3128,22,0,0,0,1,0,0,0,1,744,GTB,7,2021,
3129,33,1,0,0,0,0,0,0,1,744,GTB,7,2021,
3130,Total,35,127,61,31,51,13,0,318,744,GTB,7,2021,
3131,3,3,13,0,0,0,0,0,16,7621,GTB,6,1996,
3132,4,0,19,0,5,0,0,0,24,7621,GTB,6,1996,
3133,12,0,1,0,0,0,0,0,1,7621,GTB,6,1996,
3134,15,0,7,0,15,0,1,0,23,7621,GTB,6,1996,
3135,18,0,0,0,0,0,0,0,0,7621,GTB,6,1996,
3136,22,0,0,0,0,0,0,0,0,7621,GTB,6,1996,
3137,33,0,0,0,0,0,0,0,0,7621,GTB,6,1996,
3138,Total,3,40,0,20,0,1,0,64,7621,GTB,6,1996,
3139,3,0,0,0,0,0,0,0,0,7742,GTB,7,2000,
3140,4,0,0,0,0,0,0,0,0,7742,GTB,7,2000,
3141,12,0,0,0,0,0,0,0,0,7742,GTB,7,2000,
3142,15,0,0,0,4,1,0,0,5,7742,GTB,7,2000,
3143,18,0,0,0,0,0,0,0,0,7742,GTB,7,2000,
3144,22,0,0,0,0,0,0,0,0,7742,GTB,7,2000,
3145,33,0,0,0,0,0,0,0,0,7742,GTB,7,2000,
3146,Total,0,0,0,4,1,0,0,5,7742,GTB,7,2000,
3147,3,47,72,0,5,0,1,0,125,Caatinga,GTB,6,2001,
3148,4,143,1468,235,235,0,15,3,2099,Caatinga,GTB,6,2001,
3149,12,0,20,29,46,0,21,3,119,Caatinga,GTB,6,2001,
3150,15,6,215,53,524,0,70,0,868,Caatinga,GTB,6,2001,
3151,18,6,16,1,20,0,6,0,49,Caatinga,GTB,6,2001,
3152,22,0,4,2,9,0,18,0,33,Caatinga,GTB,6,2001,
3153,33,1,2,3,10,0,2,47,65,Caatinga,GTB,6,2001,
3154,Total,203,1797,323,849,0,133,53,3358,Caatinga,GTB,6,2001,
3155,3,0,8,0,0,0,0,0,8,764,GTB,9,2022,0.0
3156,4,0,23,0,1,0,1,0,25,764,GTB,9,2022,0.0
3157,12,0,0,0,0,0,0,0,0,764,GTB,9,2022,0.0
3158,15,0,21,0,17,0,3,0,41,764,GTB,9,2022,0.0
3159,18,0,0,0,0,0,0,0,0,764,GTB,9,2022,0.0
3160,22,0,1,0,0,0,1,0,2,764,GTB,9,2022,0.0
3161,27,0,0,0,0,0,0,0,0,764,GTB,9,2022,0.0
3162,33,0,0,0,0,0,0,0,0,764,GTB,9,2022,0.0
3163,Total,0,53,0,18,0,5,0,76,764,GTB,9,2022,0.0
3164,3,0,1,0,0,0,0,0,1,7421,GTB,10,1993,0.0
3165,4,4,52,4,6,0,2,0,68,7421,GTB,10,1993,0.0
3166,12,0,1,0,1,0,0,0,2,7421,GTB,10,1993,0.0
3167,15,0,4,0,6,0,2,0,12,7421,GTB,10,1993,0.0
3168,18,0,1,0,0,0,0,0,1,7421,GTB,10,1993,0.0
3169,22,0,0,0,0,0,0,0,0,7421,GTB,10,1993,0.0
3170,27,0,0,0,0,0,0,0,0,7421,GTB,10,1993,0.0
3171,33,0,0,0,0,0,0,0,0,7421,GTB,10,1993,0.0
3172,Total,4,59,4,13,0,4,0,84,7421,GTB,10,1993,0.0
3173,3,6,15,0,0,0,0,0,21,746,GTB,7,2010,
3174,4,6,68,0,3,3,0,0,80,746,GTB,7,2010,
3175,12,0,0,0,0,0,0,0,0,746,GTB,7,2010,
3176,15,0,1,0,2,1,1,0,5,746,GTB,7,2010,
3177,18,0,0,0,0,0,0,0,0,746,GTB,7,2010,
3178,22,0,1,0,0,0,1,0,2,746,GTB,7,2010,
3179,33,0,0,0,0,0,0,0,0,746,GTB,7,2010,
3180,Total,12,85,0,5,4,2,0,108,746,GTB,7,2010,
3181,3,0,5,0,1,0,0,0,6,756,GTB,9,1992,0.0
3182,4,0,177,0,49,0,32,0,258,756,GTB,9,1992,0.0
3183,12,0,5,0,0,0,3,0,8,756,GTB,9,1992,0.0
3184,15,0,68,0,62,0,15,0,145,756,GTB,9,1992,0.0
3185,18,0,1,0,0,0,0,0,1,756,GTB,9,1992,0.0
3186,22,0,4,0,0,0,6,0,10,756,GTB,9,1992,0.0
3187,27,0,0,0,0,0,0,0,0,756,GTB,9,1992,0.0
3188,33,0,3,0,0,0,0,4,7,756,GTB,9,1992,0.0
3189,Total,0,263,0,112,0,56,4,435,756,GTB,9,1992,0.0
3190,3,0,0,0,0,0,0,0,0,773,GTB,5,1988,0.0
3191,4,4,4,0,3,0,0,0,11,773,GTB,5,1988,0.0
3192,12,0,1,0,0,0,0,0,1,773,GTB,5,1988,0.0
3193,15,2,4,0,24,0,3,0,33,773,GTB,5,1988,0.0
3194,18,0,0,0,0,0,0,0,0,773,GTB,5,1988,0.0
3195,22,0,0,0,2,0,0,0,2,773,GTB,5,1988,0.0
3196,27,0,0,0,0,0,0,0,0,773,GTB,5,1988,0.0
3197,33,0,0,0,0,0,0,0,0,773,GTB,5,1988,0.0
3198,Total,6,9,0,29,0,3,0,47,773,GTB,5,1988,0.0
3199,3,3,11,0,0,0,0,0,14,763,GTB,7,1994,
3200,4,6,96,3,13,8,1,0,127,763,GTB,7,1994,
3201,12,0,3,2,1,2,1,0,9,763,GTB,7,1994,
3202,15,1,12,1,57,21,5,0,97,763,GTB,7,1994,
3203,18,0,0,0,0,0,0,0,0,763,GTB,7,1994,
3204,22,0,0,1,0,0,1,0,2,763,GTB,7,1994,
3205,33,0,0,1,0,0,0,0,1,763,GTB,7,1994,
3206,Total,10,122,8,71,31,8,0,250,763,GTB,7,1994,
3207,3,0,0,0,0,0,0,0,0,7613,GTB,6,1998,
3208,4,4,71,36,20,0,3,0,134,7613,GTB,6,1998,
3209,12,0,0,4,8,0,2,0,14,7613,GTB,6,1998,
3210,15,0,2,9,4,0,2,0,17,7613,GTB,6,1998,
3211,18,0,0,0,0,0,0,0,0,7613,GTB,6,1998,
3212,22,0,0,0,1,0,0,0,1,7613,GTB,6,1998,
3213,33,0,0,0,0,0,0,1,1,7613,GTB,6,1998,
3214,Total,4,73,49,33,0,7,1,167,7613,GTB,6,1998,
3215,3,0,0,0,0,0,0,0,0,7616,GTB,9,1993,0.0
3216,4,0,73,15,5,6,0,2,101,7616,GTB,9,1993,0.0
3217,12,0,0,1,1,0,1,0,3,7616,GTB,9,1993,0.0
3218,15,0,5,0,13,3,4,0,25,7616,GTB,9,1993,0.0
3219,18,0,3,1,1,3,0,0,8,7616,GTB,9,1993,0.0
3220,22,0,0,0,0,0,0,0,0,7616,GTB,9,1993,0.0
3221,27,0,0,0,0,0,0,0,0,7616,GTB,9,1993,0.0
3222,33,0,0,0,0,0,0,0,0,7616,GTB,9,1993,0.0
3223,Total,0,81,17,20,12,5,2,137,7616,GTB,9,1993,0.0
3224,3,2,21,0,0,0,0,0,23,7622,GTB,9,1991,0.0
3225,4,2,72,0,2,2,0,0,78,7622,GTB,9,1991,0.0
3226,12,0,1,0,0,1,0,0,2,7622,GTB,9,1991,0.0
3227,15,0,4,0,13,0,0,0,17,7622,GTB,9,1991,0.0
3228,18,0,0,0,1,0,0,0,1,7622,GTB,9,1991,0.0
3229,22,0,0,0,0,0,0,0,0,7622,GTB,9,1991,0.0
3230,27,0,0,0,0,0,0,0,0,7622,GTB,9,1991,0.0
3231,33,0,0,0,0,0,0,0,0,7622,GTB,9,1991,0.0
3232,Total,4,98,0,16,3,0,0,121,7622,GTB,9,1991,0.0
3233,3,2,7,0,2,0,0,0,11,744,GTB,5,2010,0.0
3234,4,16,448,45,29,0,5,2,545,744,GTB,5,2010,0.0
3235,12,0,4,8,4,0,4,0,20,744,GTB,5,2010,0.0
3236,15,0,31,15,89,0,7,0,142,744,GTB,5,2010,0.0
3237,18,0,4,2,4,0,3,0,13,744,GTB,5,2010,0.0
3238,22,0,0,1,0,0,1,0,2,744,GTB,5,2010,0.0
3239,27,0,0,0,0,0,0,0,0,744,GTB,5,2010,0.0
3240,33,0,0,2,0,0,0,0,2,744,GTB,5,2010,0.0
3241,Total,18,494,73,128,0,20,2,735,744,GTB,5,2010,0.0
3242,3,0,0,0,0,0,0,0,0,7421,GTB,7,2012,
3243,4,0,8,1,0,3,0,0,12,7421,GTB,7,2012,
3244,12,0,0,0,0,1,0,0,1,7421,GTB,7,2012,
3245,15,0,2,0,4,0,0,0,6,7421,GTB,7,2012,
3246,18,0,0,0,0,0,0,0,0,7421,GTB,7,2012,
3247,22,0,0,0,0,0,0,0,0,7421,GTB,7,2012,
3248,33,0,0,0,0,0,0,0,0,7421,GTB,7,2012,
3249,Total,0,10,1,4,4,0,0,19,7421,GTB,7,2012,
3250,3,5,3,0,0,0,0,0,8,753,GTB,6,2007,
3251,4,9,67,0,2,0,1,0,79,753,GTB,6,2007,
3252,12,0,1,0,0,0,0,0,1,753,GTB,6,2007,
