,classes,3,4,12,15,18,22,33,Total,bacia,model,version,year,27
34707,33,0,0,0,0,0,0,0,0,7621,GTB,6,1999,
34708,Total,1,43,5,15,0,0,0,64,7621,GTB,6,1999,
34709,3,0,1,0,0,1,0,0,2,7615,GTB,9,2021,0.0
34710,4,0,96,34,15,16,10,0,171,7615,GTB,9,2021,0.0
34711,12,0,1,2,0,5,13,0,21,7615,GTB,9,2021,0.0
34712,15,0,15,21,21,6,13,0,76,7615,GTB,9,2021,0.0
34713,18,0,1,2,2,7,0,0,12,7615,GTB,9,2021,0.0
34714,22,0,0,1,0,1,2,0,4,7615,GTB,9,2021,0.0
34715,27,0,0,0,0,0,0,0,0,7615,GTB,9,2021,0.0
34716,33,0,0,0,0,0,0,2,2,7615,GTB,9,2021,0.0
34717,Total,0,114,60,38,36,38,2,288,7615,GTB,9,2021,0.0
34718,3,1,2,0,0,0,0,0,3,756,GTB,5,2013,0.0
34719,4,7,170,47,42,0,4,0,270,756,GTB,5,2013,0.0
34720,12,0,1,2,4,0,1,0,8,756,GTB,5,2013,0.0
34721,15,1,23,23,83,0,7,0,137,756,GTB,5,2013,0.0
34722,18,0,1,0,0,0,0,0,1,756,GTB,5,2013,0.0
34723,22,0,2,3,2,0,2,0,9,756,GTB,5,2013,0.0
34724,27,0,0,0,0,0,0,0,0,756,GTB,5,2013,0.0
34725,33,1,0,0,3,0,0,3,7,756,GTB,5,2013,0.0
34726,Total,10,199,75,134,0,14,3,435,756,GTB,5,2013,0.0
34727,3,2,0,0,0,0,1,0,3,7612,GTB,7,1985,
34728,4,8,46,0,8,13,2,0,77,7612,GTB,7,1985,
34729,12,0,0,0,3,3,1,0,7,7612,GTB,7,1985,
34730,15,0,5,0,9,3,0,0,17,7612,GTB,7,1985,
34731,18,0,0,0,0,0,0,0,0,7612,GTB,7,1985,
34732,22,0,0,0,0,1,1,0,2,7612,GTB,7,1985,
34733,33,0,0,0,0,0,0,0,0,7612,GTB,7,1985,
34734,Total,10,51,0,20,20,5,0,106,7612,GTB,7,1985,
34735,3,1,0,0,0,0,0,0,1,775,GTB,6,1999,
34736,4,0,2,0,1,0,0,0,3,775,GTB,6,1999,
34737,12,0,0,0,0,0,1,0,1,775,GTB,6,1999,
34738,15,0,1,0,3,0,0,0,4,775,GTB,6,1999,
34739,18,0,0,0,0,0,0,0,0,775,GTB,6,1999,
34740,22,0,0,0,0,0,0,0,0,775,GTB,6,1999,
34741,33,0,0,0,0,0,0,0,0,775,GTB,6,1999,
34742,Total,1,3,0,4,0,1,0,9,775,GTB,6,1999,
34743,3,1,1,0,0,0,0,0,2,741,GTB,9,1992,0.0
34744,4,16,57,0,3,0,3,0,79,741,GTB,9,1992,0.0
34745,12,0,2,0,0,0,2,0,4,741,GTB,9,1992,0.0
34746,15,1,13,1,4,0,3,0,22,741,GTB,9,1992,0.0
34747,18,0,0,0,1,0,0,0,1,741,GTB,9,1992,0.0
34748,22,0,0,0,0,0,0,0,0,741,GTB,9,1992,0.0
34749,27,0,0,0,0,0,0,0,0,741,GTB,9,1992,0.0
34750,33,0,1,0,0,0,0,1,2,741,GTB,9,1992,0.0
34751,Total,18,74,1,8,0,8,1,110,741,GTB,9,1992,0.0
34752,3,0,1,0,0,1,0,0,2,7615,GTB,9,2013,0.0
34753,4,0,99,40,20,7,9,0,175,7615,GTB,9,2013,0.0
34754,12,0,0,7,4,1,9,0,21,7615,GTB,9,2013,0.0
34755,15,0,9,13,32,3,15,0,73,7615,GTB,9,2013,1.0
34756,18,0,1,3,1,5,1,0,11,7615,GTB,9,2013,0.0
34757,22,0,1,0,1,0,2,0,4,7615,GTB,9,2013,0.0
34758,27,0,0,0,0,0,0,0,0,7615,GTB,9,2013,0.0
34759,33,0,0,0,0,0,0,2,2,7615,GTB,9,2013,0.0
34760,Total,0,111,63,58,17,36,2,288,7615,GTB,9,2013,1.0
34761,3,0,5,0,0,3,0,0,8,767,GTB,10,1988,0.0
34762,4,0,46,0,6,2,0,0,54,767,GTB,10,1988,0.0
34763,12,0,0,0,0,0,0,0,0,767,GTB,10,1988,0.0
34764,15,0,9,0,24,1,2,0,36,767,GTB,10,1988,0.0
34765,18,0,0,0,1,1,0,0,2,767,GTB,10,1988,0.0
34766,22,0,0,0,0,0,1,0,1,767,GTB,10,1988,0.0
34767,27,0,0,0,0,0,0,0,0,767,GTB,10,1988,0.0
34768,33,0,0,0,0,0,0,0,0,767,GTB,10,1988,0.0
34769,Total,0,60,0,31,7,3,0,101,767,GTB,10,1988,0.0
34770,3,3,6,0,0,0,0,0,9,759,GTB,10,2018,0.0
34771,4,1,47,1,8,0,0,0,57,759,GTB,10,2018,0.0
34772,12,0,0,0,0,0,0,0,0,759,GTB,10,2018,0.0
34773,15,4,37,1,48,0,12,0,102,759,GTB,10,2018,0.0
34774,18,0,1,0,1,0,0,0,2,759,GTB,10,2018,0.0
34775,22,0,1,0,1,0,4,0,6,759,GTB,10,2018,0.0
34776,27,0,0,0,0,0,0,0,0,759,GTB,10,2018,0.0
34777,33,0,1,0,0,0,0,0,1,759,GTB,10,2018,0.0
34778,Total,8,93,2,58,0,16,0,177,759,GTB,10,2018,0.0
34779,3,1,0,0,1,0,0,0,2,7615,GTB,7,1992,
34780,4,4,102,43,7,9,4,0,169,7615,GTB,7,1992,
34781,12,1,0,8,1,3,7,0,20,7615,GTB,7,1992,
34782,15,0,7,9,8,7,8,0,39,7615,GTB,7,1992,
34783,18,0,4,1,2,0,0,0,7,7615,GTB,7,1992,
34784,22,0,0,0,1,0,2,0,3,7615,GTB,7,1992,
34785,33,0,0,0,0,0,0,2,2,7615,GTB,7,1992,
34786,Total,6,113,61,20,19,21,2,242,7615,GTB,7,1992,
34787,3,0,0,0,0,0,0,0,0,772,GTB,6,2011,
34788,4,2,16,1,0,0,1,0,20,772,GTB,6,2011,
34789,12,0,0,0,0,0,0,0,0,772,GTB,6,2011,
34790,15,0,3,2,11,0,2,0,18,772,GTB,6,2011,
34791,18,0,0,0,1,0,0,0,1,772,GTB,6,2011,
34792,22,0,0,0,0,0,0,0,0,772,GTB,6,2011,
34793,33,0,0,0,0,0,0,0,0,772,GTB,6,2011,
34794,Total,2,19,3,12,0,3,0,39,772,GTB,6,2011,
34795,3,6,2,0,0,0,0,0,8,753,GTB,7,2006,
34796,4,16,52,0,5,4,0,0,77,753,GTB,7,2006,
34797,12,0,1,0,0,0,0,0,1,753,GTB,7,2006,
34798,15,2,10,0,8,2,3,0,25,753,GTB,7,2006,
34799,18,1,0,0,2,4,1,0,8,753,GTB,7,2006,
34800,22,0,0,0,1,0,2,0,3,753,GTB,7,2006,
34801,33,0,0,4,0,1,1,1,7,753,GTB,7,2006,
34802,Total,25,65,4,16,11,7,1,129,753,GTB,7,2006,
34803,3,0,0,0,0,0,0,0,0,7617,GTB,9,2011,0.0
34804,4,0,112,19,10,5,3,0,149,7617,GTB,9,2011,0.0
34805,12,0,1,2,0,2,0,0,5,7617,GTB,9,2011,0.0
34806,15,0,3,9,6,3,4,0,25,7617,GTB,9,2011,0.0
34807,18,0,2,0,3,1,0,0,6,7617,GTB,9,2011,0.0
34808,22,0,0,0,0,0,1,1,2,7617,GTB,9,2011,0.0
34809,27,0,0,0,0,0,0,0,0,7617,GTB,9,2011,0.0
34810,33,0,1,1,0,0,0,33,35,7617,GTB,9,2011,0.0
34811,Total,0,119,31,19,11,8,34,222,7617,GTB,9,2011,0.0
34812,3,0,2,0,0,0,0,0,2,76116,GTB,9,2007,0.0
34813,4,5,85,13,35,0,2,0,140,76116,GTB,9,2007,0.0
34814,12,0,1,1,1,0,2,0,5,76116,GTB,9,2007,0.0
34815,15,0,27,11,51,0,9,0,98,76116,GTB,9,2007,0.0
34816,18,0,0,0,1,0,0,0,1,76116,GTB,9,2007,0.0
34817,22,0,0,0,0,0,0,0,0,76116,GTB,9,2007,0.0
34818,27,0,0,0,0,0,0,0,0,76116,GTB,9,2007,0.0
34819,33,0,0,0,0,0,0,9,9,76116,GTB,9,2007,0.0
34820,Total,5,115,25,88,0,13,9,255,76116,GTB,9,2007,0.0
34821,3,0,0,0,0,0,0,0,0,7613,GTB,5,1994,0.0
34822,4,1,105,25,23,0,1,0,155,7613,GTB,5,1994,0.0
34823,12,0,1,2,14,0,0,0,17,7613,GTB,5,1994,0.0
34824,15,0,4,6,13,0,0,0,23,7613,GTB,5,1994,0.0
34825,18,0,0,0,0,0,0,0,0,7613,GTB,5,1994,0.0
34826,22,0,0,0,1,0,0,0,1,7613,GTB,5,1994,0.0
34827,27,0,0,0,1,0,0,0,1,7613,GTB,5,1994,0.0
34828,33,0,0,0,0,0,0,1,1,7613,GTB,5,1994,0.0
34829,Total,1,110,33,52,0,1,1,198,7613,GTB,5,1994,0.0
34830,3,6,11,1,0,0,0,0,18,763,GTB,5,1993,0.0
34831,4,28,149,12,23,0,0,0,212,763,GTB,5,1993,0.0
34832,12,0,4,5,5,0,1,0,15,763,GTB,5,1993,0.0
34833,15,0,28,5,98,0,9,0,140,763,GTB,5,1993,0.0
34834,18,0,0,0,1,0,0,0,1,763,GTB,5,1993,0.0
34835,22,0,1,2,0,0,2,0,5,763,GTB,5,1993,0.0
34836,27,0,0,0,0,0,0,0,0,763,GTB,5,1993,0.0
34837,33,0,0,0,0,0,0,2,2,763,GTB,5,1993,0.0
34838,Total,34,193,25,127,0,12,2,393,763,GTB,5,1993,0.0
34839,3,0,4,0,0,0,0,0,4,766,GTB,7,2013,
34840,4,0,21,1,0,6,0,0,28,766,GTB,7,2013,
34841,12,0,0,0,0,0,0,0,0,766,GTB,7,2013,
34842,15,0,1,0,23,2,1,0,27,766,GTB,7,2013,
34843,18,1,0,0,1,1,0,0,3,766,GTB,7,2013,
34844,22,0,0,0,0,0,1,0,1,766,GTB,7,2013,
34845,33,0,0,0,0,0,0,0,0,766,GTB,7,2013,
34846,Total,1,26,1,24,9,2,0,63,766,GTB,7,2013,
34847,3,17,15,0,0,0,0,0,32,746,GTB,5,2019,0.0
34848,4,15,104,3,4,0,1,0,127,746,GTB,5,2019,0.0
34849,12,0,1,2,0,0,0,0,3,746,GTB,5,2019,0.0
34850,15,0,11,1,6,0,1,0,19,746,GTB,5,2019,0.0
34851,18,0,1,0,0,0,0,0,1,746,GTB,5,2019,0.0
34852,22,0,1,1,0,0,2,0,4,746,GTB,5,2019,0.0
34853,27,0,0,0,0,0,0,0,0,746,GTB,5,2019,0.0
34854,33,0,1,0,0,0,0,0,1,746,GTB,5,2019,0.0
34855,Total,32,134,7,10,0,4,0,187,746,GTB,5,2019,0.0
34856,3,0,1,0,0,0,0,0,1,7618,GTB,10,1987,0.0
34857,4,0,95,14,10,5,1,0,125,7618,GTB,10,1987,0.0
34858,12,0,2,0,1,0,0,0,3,7618,GTB,10,1987,0.0
34859,15,0,2,0,21,24,5,0,52,7618,GTB,10,1987,0.0
34860,18,0,0,0,0,0,0,0,0,7618,GTB,10,1987,0.0
34861,22,0,0,0,0,0,1,0,1,7618,GTB,10,1987,0.0
34862,27,0,0,0,0,0,0,0,0,7618,GTB,10,1987,0.0
34863,33,0,0,0,0,0,0,0,0,7618,GTB,10,1987,0.0
34864,Total,0,100,14,32,29,7,0,182,7618,GTB,10,1987,0.0
34865,3,0,0,0,0,0,0,0,0,772,GTB,6,1996,
34866,4,3,9,0,8,0,0,0,20,772,GTB,6,1996,
34867,12,0,0,0,0,0,0,0,0,772,GTB,6,1996,
34868,15,0,3,0,10,0,3,2,18,772,GTB,6,1996,
34869,18,0,1,0,0,0,0,0,1,772,GTB,6,1996,
34870,22,0,0,0,0,0,0,0,0,772,GTB,6,1996,
34871,33,0,0,0,0,0,0,0,0,772,GTB,6,1996,
34872,Total,3,13,0,18,0,3,2,39,772,GTB,6,1996,
34873,3,2,4,1,0,0,0,1,8,759,GTB,10,1990,0.0
34874,4,4,35,0,18,0,4,0,61,759,GTB,10,1990,0.0
34875,12,0,0,0,0,0,0,0,0,759,GTB,10,1990,0.0
34876,15,3,25,10,53,0,9,1,103,759,GTB,10,1990,2.0
34877,18,0,0,0,0,0,0,0,0,759,GTB,10,1990,0.0
34878,22,0,0,1,1,0,1,0,3,759,GTB,10,1990,0.0
34879,27,0,1,0,0,0,0,0,1,759,GTB,10,1990,0.0
34880,33,0,0,0,0,0,0,1,1,759,GTB,10,1990,0.0
34881,Total,9,65,12,72,0,14,3,177,759,GTB,10,1990,2.0
34882,3,0,0,0,0,0,0,0,0,7617,GTB,9,2010,0.0
34883,4,0,120,4,17,7,1,0,149,7617,GTB,9,2010,0.0
34884,12,0,1,1,2,0,1,0,5,7617,GTB,9,2010,0.0
34885,15,0,2,2,13,3,5,0,25,7617,GTB,9,2010,0.0
34886,18,0,4,0,2,0,0,0,6,7617,GTB,9,2010,0.0
34887,22,0,0,0,0,0,2,0,2,7617,GTB,9,2010,0.0
34888,27,0,0,0,0,0,0,0,0,7617,GTB,9,2010,0.0
34889,33,0,0,0,0,0,1,34,35,7617,GTB,9,2010,0.0
34890,Total,0,127,7,34,10,10,34,222,7617,GTB,9,2010,0.0
34891,3,2,1,0,0,0,0,0,3,771,GTB,9,2009,0.0
34892,4,11,69,25,13,0,2,0,120,771,GTB,9,2009,0.0
34893,12,0,3,0,0,0,1,0,4,771,GTB,9,2009,0.0
34894,15,2,44,13,84,0,9,0,152,771,GTB,9,2009,0.0
34895,18,0,4,0,1,0,0,0,5,771,GTB,9,2009,0.0
34896,22,0,0,0,1,0,1,0,2,771,GTB,9,2009,0.0
34897,27,0,0,1,2,0,0,0,3,771,GTB,9,2009,0.0
34898,33,0,0,0,0,0,0,1,1,771,GTB,9,2009,0.0
34899,Total,15,121,39,101,0,13,1,290,771,GTB,9,2009,0.0
34900,3,0,0,0,0,0,0,0,0,756,GTB,6,2014,
34901,4,0,1,2,5,0,0,0,8,756,GTB,6,2014,
34902,12,0,0,0,0,0,0,0,0,756,GTB,6,2014,
34903,15,0,0,0,0,0,0,0,0,756,GTB,6,2014,
34904,18,0,0,0,0,0,0,0,0,756,GTB,6,2014,
34905,22,0,0,0,0,0,0,0,0,756,GTB,6,2014,
34906,33,0,0,0,0,0,0,1,1,756,GTB,6,2014,
34907,Total,0,1,2,5,0,0,1,9,756,GTB,6,2014,
34908,3,0,1,0,0,0,0,0,1,7619,GTB,6,2018,
34909,4,0,27,3,5,0,0,0,35,7619,GTB,6,2018,
34910,12,0,0,1,0,0,0,0,1,7619,GTB,6,2018,
34911,15,0,0,0,2,0,1,0,3,7619,GTB,6,2018,
34912,18,0,0,0,0,0,0,0,0,7619,GTB,6,2018,
34913,22,0,0,0,0,0,0,0,0,7619,GTB,6,2018,
34914,33,0,0,0,0,0,0,0,0,7619,GTB,6,2018,
34915,Total,0,28,4,7,0,1,0,40,7619,GTB,6,2018,
34916,3,1,0,0,1,0,0,0,2,775,GTB,5,1997,0.0
34917,4,0,4,0,1,0,0,0,5,775,GTB,5,1997,0.0
34918,12,1,0,0,0,0,0,0,1,775,GTB,5,1997,0.0
34919,15,0,5,1,9,0,0,0,15,775,GTB,5,1997,0.0
34920,18,0,0,0,0,0,0,0,0,775,GTB,5,1997,0.0
34921,22,0,0,0,0,0,0,0,0,775,GTB,5,1997,0.0
34922,27,0,0,0,0,0,0,0,0,775,GTB,5,1997,0.0
34923,33,0,0,0,0,0,0,0,0,775,GTB,5,1997,0.0
34924,Total,2,9,1,11,0,0,0,23,775,GTB,5,1997,0.0
34925,3,2,3,0,0,0,0,0,5,752,GTB,10,2013,0.0
34926,4,13,87,7,9,0,7,0,124,752,GTB,10,2013,1.0
34927,12,0,2,0,1,0,0,0,3,752,GTB,10,2013,0.0
34928,15,2,15,0,10,0,5,0,32,752,GTB,10,2013,0.0
34929,18,1,1,0,0,0,1,0,3,752,GTB,10,2013,0.0
34930,22,0,0,0,0,0,4,0,4,752,GTB,10,2013,0.0
34931,27,0,1,0,0,0,0,0,1,752,GTB,10,2013,0.0
34932,33,1,0,0,0,0,0,2,3,752,GTB,10,2013,0.0
34933,Total,19,109,7,20,0,17,2,175,752,GTB,10,2013,1.0
34934,3,0,0,0,0,0,0,0,0,7616,GTB,7,2003,
34935,4,4,0,3,38,13,0,0,58,7616,GTB,7,2003,
34936,12,0,0,0,2,1,0,0,3,7616,GTB,7,2003,
34937,15,0,0,0,12,7,0,0,19,7616,GTB,7,2003,
34938,18,0,0,0,1,2,0,0,3,7616,GTB,7,2003,
34939,22,0,0,0,0,0,0,0,0,7616,GTB,7,2003,
34940,33,0,0,0,0,0,0,0,0,7616,GTB,7,2003,
34941,Total,4,0,3,53,23,0,0,83,7616,GTB,7,2003,
34942,3,0,2,0,0,0,0,0,2,7615,GTB,7,2011,
34943,4,4,81,40,15,9,4,0,153,7615,GTB,7,2011,
34944,12,0,1,6,1,4,8,0,20,7615,GTB,7,2011,
34945,15,1,6,9,21,10,5,0,52,7615,GTB,7,2011,
34946,18,1,3,1,1,3,0,0,9,7615,GTB,7,2011,
34947,22,1,0,1,0,0,2,0,4,7615,GTB,7,2011,
34948,33,0,0,0,0,0,2,0,2,7615,GTB,7,2011,
34949,Total,7,93,57,38,26,21,0,242,7615,GTB,7,2011,
34950,3,0,0,0,0,0,0,0,0,7616,GTB,9,2005,0.0
34951,4,0,62,21,10,5,3,0,101,7616,GTB,9,2005,0.0
34952,12,0,1,2,0,0,0,0,3,7616,GTB,9,2005,0.0
34953,15,0,3,6,11,7,1,1,29,7616,GTB,9,2005,0.0
34954,18,0,1,1,2,0,0,0,4,7616,GTB,9,2005,0.0
34955,22,0,0,0,0,0,0,0,0,7616,GTB,9,2005,0.0
34956,27,0,0,0,0,0,0,0,0,7616,GTB,9,2005,0.0
34957,33,0,0,0,0,0,0,0,0,7616,GTB,9,2005,0.0
34958,Total,0,67,30,23,12,4,1,137,7616,GTB,9,2005,0.0
34959,3,0,1,1,0,0,0,0,2,775,GTB,9,2003,0.0
34960,4,0,3,0,0,0,2,0,5,775,GTB,9,2003,0.0
34961,12,0,0,0,0,0,1,0,1,775,GTB,9,2003,0.0
34962,15,0,1,1,5,0,7,0,15,775,GTB,9,2003,1.0
34963,18,0,0,0,0,0,0,0,0,775,GTB,9,2003,0.0
34964,22,0,0,0,0,0,0,0,0,775,GTB,9,2003,0.0
34965,27,0,0,0,0,0,0,0,0,775,GTB,9,2003,0.0
34966,33,0,0,0,0,0,0,0,0,775,GTB,9,2003,0.0
34967,Total,0,5,2,5,0,10,0,23,775,GTB,9,2003,1.0
34968,3,0,9,0,0,0,0,0,9,764,GTB,10,2013,0.0
34969,4,0,24,0,1,0,1,0,26,764,GTB,10,2013,0.0
34970,12,0,0,0,0,0,0,0,0,764,GTB,10,2013,0.0
34971,15,0,11,0,26,0,2,0,39,764,GTB,10,2013,0.0
34972,18,0,0,0,0,0,0,0,0,764,GTB,10,2013,0.0
34973,22,0,2,0,0,0,0,0,2,764,GTB,10,2013,0.0
34974,27,0,0,0,0,0,0,0,0,764,GTB,10,2013,0.0
34975,33,0,0,0,0,0,0,0,0,764,GTB,10,2013,0.0
34976,Total,0,46,0,27,0,3,0,76,764,GTB,10,2013,0.0
34977,3,0,25,0,1,0,0,0,26,776,GTB,10,1990,0.0
34978,4,0,218,5,46,0,4,0,274,776,GTB,10,1990,1.0
34979,12,0,1,5,0,0,4,0,10,776,GTB,10,1990,0.0
34980,15,0,44,3,112,0,12,0,172,776,GTB,10,1990,1.0
34981,18,0,0,0,0,0,0,0,0,776,GTB,10,1990,0.0
34982,22,0,1,2,0,0,0,0,3,776,GTB,10,1990,0.0
34983,27,0,1,0,0,0,0,0,1,776,GTB,10,1990,0.0
34984,33,0,0,0,0,0,0,1,1,776,GTB,10,1990,0.0
34985,Total,0,290,15,159,0,20,1,487,776,GTB,10,1990,2.0
34986,3,0,0,0,0,0,0,0,0,773,GTB,10,2017,0.0
34987,4,0,3,0,0,0,0,0,3,773,GTB,10,2017,0.0
34988,12,0,1,0,0,0,0,0,1,773,GTB,10,2017,0.0
34989,15,0,11,0,27,0,1,0,39,773,GTB,10,2017,0.0
34990,18,0,1,0,0,0,0,0,1,773,GTB,10,2017,0.0
34991,22,0,1,0,0,0,2,0,3,773,GTB,10,2017,0.0
34992,27,0,0,0,0,0,0,0,0,773,GTB,10,2017,0.0
34993,33,0,0,0,0,0,0,0,0,773,GTB,10,2017,0.0
34994,Total,0,17,0,27,0,3,0,47,773,GTB,10,2017,0.0
34995,3,0,6,0,0,2,0,0,8,754,GTB,7,2022,
34996,4,0,118,11,10,26,3,1,169,754,GTB,7,2022,
34997,12,0,0,0,2,4,1,1,8,754,GTB,7,2022,
34998,15,0,24,4,16,20,3,0,67,754,GTB,7,2022,
34999,18,0,1,0,2,3,0,0,6,754,GTB,7,2022,
35000,22,0,0,0,2,0,1,0,3,754,GTB,7,2022,
35001,33,0,1,0,0,2,0,6,9,754,GTB,7,2022,
35002,Total,0,150,15,32,57,8,8,270,754,GTB,7,2022,
35003,3,2,2,0,0,0,0,0,4,7422,GTB,10,1990,0.0
35004,4,7,81,0,31,0,13,0,132,7422,GTB,10,1990,0.0
35005,12,0,3,0,3,0,0,0,6,7422,GTB,10,1990,0.0
35006,15,1,10,0,15,0,13,1,40,7422,GTB,10,1990,0.0
35007,18,0,1,0,0,0,1,0,2,7422,GTB,10,1990,0.0
35008,22,0,0,0,0,0,0,0,0,7422,GTB,10,1990,0.0
35009,27,0,0,0,0,0,0,0,0,7422,GTB,10,1990,0.0
35010,33,0,0,0,0,0,2,1,3,7422,GTB,10,1990,0.0
35011,Total,10,97,0,49,0,29,2,187,7422,GTB,10,1990,0.0
35012,3,0,22,0,0,0,1,1,24,776,GTB,10,2005,0.0
35013,4,0,169,16,48,0,11,0,244,776,GTB,10,2005,0.0
35014,12,0,1,7,0,0,2,0,10,776,GTB,10,2005,0.0
35015,15,0,44,13,109,0,38,1,205,776,GTB,10,2005,0.0
35016,18,0,0,0,0,0,0,0,0,776,GTB,10,2005,0.0
35017,22,0,1,2,0,0,0,0,3,776,GTB,10,2005,0.0
35018,27,0,0,0,0,0,0,0,0,776,GTB,10,2005,0.0
35019,33,0,0,0,0,0,0,1,1,776,GTB,10,2005,0.0
35020,Total,0,237,38,157,0,52,3,487,776,GTB,10,2005,0.0
35021,3,1,1,0,0,0,0,0,2,741,GTB,9,2004,0.0
35022,4,9,66,0,1,0,0,0,76,741,GTB,9,2004,0.0
35023,12,0,0,0,4,0,0,0,4,741,GTB,9,2004,0.0
35024,15,2,14,2,4,0,2,0,24,741,GTB,9,2004,0.0
35025,18,0,1,0,0,0,1,0,2,741,GTB,9,2004,0.0
35026,22,0,0,0,0,0,0,0,0,741,GTB,9,2004,0.0
35027,27,0,0,0,0,0,0,0,0,741,GTB,9,2004,0.0
35028,33,0,0,0,0,0,0,2,2,741,GTB,9,2004,0.0
35029,Total,12,82,2,9,0,3,2,110,741,GTB,9,2004,0.0
35030,3,0,3,0,0,0,0,0,3,755,GTB,9,2011,0.0
35031,4,0,118,0,21,0,6,0,164,755,GTB,9,2011,19.0
35032,12,0,0,0,2,0,2,0,5,755,GTB,9,2011,1.0
35033,15,0,33,0,32,0,6,0,78,755,GTB,9,2011,7.0
35034,18,0,4,0,5,0,1,0,10,755,GTB,9,2011,0.0
35035,22,0,0,0,4,0,3,0,11,755,GTB,9,2011,4.0
35036,27,0,0,0,0,0,0,0,0,755,GTB,9,2011,0.0
35037,33,0,2,0,0,0,0,2,4,755,GTB,9,2011,0.0
35038,Total,0,160,0,64,0,18,2,275,755,GTB,9,2011,31.0
35039,3,0,0,0,0,0,0,0,0,772,GTB,7,1988,
35040,4,2,7,4,2,5,0,0,20,772,GTB,7,1988,
35041,12,0,0,0,0,0,0,0,0,772,GTB,7,1988,
35042,15,0,1,2,6,4,5,0,18,772,GTB,7,1988,
35043,18,0,0,1,0,0,0,0,1,772,GTB,7,1988,
35044,22,0,0,0,0,0,0,0,0,772,GTB,7,1988,
35045,33,0,0,0,0,0,0,0,0,772,GTB,7,1988,
35046,Total,2,8,7,8,9,5,0,39,772,GTB,7,1988,
35047,3,0,1,0,0,0,0,0,1,755,GTB,6,2010,
35048,4,4,81,1,14,0,1,0,101,755,GTB,6,2010,
35049,12,0,0,0,2,0,1,0,3,755,GTB,6,2010,
35050,15,0,10,0,24,0,6,1,41,755,GTB,6,2010,
35051,18,0,2,0,3,0,0,0,5,755,GTB,6,2010,
35052,22,0,0,0,1,0,4,0,5,755,GTB,6,2010,
35053,33,2,0,0,0,0,0,1,3,755,GTB,6,2010,
35054,Total,6,94,1,44,0,12,2,159,755,GTB,6,2010,
35055,3,0,11,0,1,0,0,1,13,757,GTB,9,2007,0.0
35056,4,0,126,13,16,21,1,0,177,757,GTB,9,2007,0.0
35057,12,0,1,2,1,0,1,0,5,757,GTB,9,2007,0.0
35058,15,0,50,6,82,35,16,0,191,757,GTB,9,2007,2.0
35059,18,0,3,3,3,6,3,0,18,757,GTB,9,2007,0.0
35060,22,0,0,2,0,2,0,0,4,757,GTB,9,2007,0.0
35061,27,0,1,0,0,0,0,0,1,757,GTB,9,2007,0.0
35062,33,0,0,1,0,3,1,3,8,757,GTB,9,2007,0.0
35063,Total,0,192,27,103,67,22,4,417,757,GTB,9,2007,2.0
35064,3,0,0,0,0,0,0,0,0,7614,GTB,9,1989,0.0
35065,4,0,73,6,24,0,0,0,103,7614,GTB,9,1989,0.0
35066,12,0,0,0,0,0,0,0,0,7614,GTB,9,1989,0.0
35067,15,0,16,2,33,0,4,0,55,7614,GTB,9,1989,0.0
35068,18,0,1,0,0,0,0,0,1,7614,GTB,9,1989,0.0
35069,22,0,0,0,1,0,0,0,1,7614,GTB,9,1989,0.0
35070,27,0,0,0,1,0,0,0,1,7614,GTB,9,1989,0.0
35071,33,0,0,0,0,0,0,0,0,7614,GTB,9,1989,0.0
35072,Total,0,90,8,59,0,4,0,161,7614,GTB,9,1989,0.0
35073,3,4,14,0,0,0,0,0,18,763,GTB,10,2005,0.0
35074,4,19,144,5,31,8,0,0,207,763,GTB,10,2005,0.0
35075,12,1,3,5,4,1,1,0,15,763,GTB,10,2005,0.0
35076,15,1,34,3,73,23,11,0,145,763,GTB,10,2005,0.0
35077,18,0,0,0,1,0,0,0,1,763,GTB,10,2005,0.0
35078,22,0,1,1,0,0,2,0,4,763,GTB,10,2005,0.0
35079,27,0,0,0,0,0,0,0,0,763,GTB,10,2005,0.0
35080,33,0,0,0,0,0,0,3,3,763,GTB,10,2005,0.0
35081,Total,25,196,14,109,32,14,3,393,763,GTB,10,2005,0.0
35082,3,0,0,0,0,0,0,0,0,773,GTB,7,2015,
35083,4,0,0,0,2,0,0,0,2,773,GTB,7,2015,
35084,12,0,0,0,1,0,0,0,1,773,GTB,7,2015,
35085,15,0,0,0,17,0,0,0,17,773,GTB,7,2015,
35086,18,0,0,0,0,0,0,0,0,773,GTB,7,2015,
35087,22,0,0,0,0,0,0,0,0,773,GTB,7,2015,
35088,33,0,0,0,0,0,0,0,0,773,GTB,7,2015,
35089,Total,0,0,0,20,0,0,0,20,773,GTB,7,2015,
35090,3,0,0,0,0,0,0,0,0,7616,GTB,7,1986,
35091,4,0,30,11,10,9,1,3,64,7616,GTB,7,1986,
35092,12,0,1,1,0,0,1,0,3,7616,GTB,7,1986,
35093,15,0,0,1,7,2,1,0,11,7616,GTB,7,1986,
35094,18,0,1,0,1,3,0,0,5,7616,GTB,7,1986,
35095,22,0,0,0,0,0,0,0,0,7616,GTB,7,1986,
35096,33,0,0,0,0,0,0,0,0,7616,GTB,7,1986,
35097,Total,0,32,13,18,14,3,3,83,7616,GTB,7,1986,
35098,3,16,8,1,1,0,0,0,26,776,GTB,5,1991,0.0
35099,4,17,198,12,37,0,3,0,267,776,GTB,5,1991,0.0
